flight_id,flight_no,airline,date,time,destination,status,status_code,flight_type,last_updated
AK 8535_2026-08-20,AK 8535,AXM,2026-08-20,12:20,KUL,,,departure,2026-08-18T17:00:06+08:00
EK 9825_2026-08-20,EK 9825,UAE,2026-08-20,12:25,DWC,,,departure,2026-08-18T17:00:06+08:00
RH 962_2026-08-20,RH 962,HKC,2026-08-20,12:30,KIX,,,departure,2026-08-18T17:00:06+08:00
5C 850_2026-08-20,5C 850,ICL,2026-08-20,13:00,"DWC, TLV",,,departure,2026-08-18T17:00:06+08:00
SQ 7921_2026-08-20,SQ 7921,SIA,2026-08-20,13:10,SIN,,,departure,2026-08-18T17:00:06+08:00
EK 9941_2026-08-20,EK 9941,UAE,2026-08-20,13:15,DWC,,,departure,2026-08-18T17:00:06+08:00
KJ 968_2026-08-20,KJ 968,AIH,2026-08-20,13:30,ICN,,,departure,2026-08-18T17:00:06+08:00
CX 3298_2026-08-20,CX 3298,CPA,2026-08-20,13:50,"ANC, JFK",,,departure,2026-08-18T17:00:06+08:00
3S 509_2026-08-20,3S 509,BOX,2026-08-20,14:15,LEJ,,,departure,2026-08-18T17:00:06+08:00
EK 9837_2026-08-20,EK 9837,UAE,2026-08-20,14:15,DWC,,,departure,2026-08-18T17:00:06+08:00
EY 926_2026-08-20,EY 926,ETD,2026-08-20,14:20,AUH,,,departure,2026-08-18T17:00:06+08:00
5Y 8523_2026-08-20,5Y 8523,GTI,2026-08-20,14:35,"ANC, ORD",Est at 17:45,,departure,2026-08-18T17:00:06+08:00
SQ 7952_2026-08-20,SQ 7952,SIA,2026-08-20,14:45,"ANC, DFW",,,departure,2026-08-18T17:00:06+08:00
WW 862_2026-08-20,WW 862,KXP,2026-08-20,14:45,KUL,Est at 02:00,,departure,2026-08-18T17:00:06+08:00
5X 001_2026-08-20,5X 001,UPS,2026-08-20,15:40,"CGN, PHL",,,departure,2026-08-18T17:00:06+08:00
RH 317_2026-08-20,RH 317,HKC,2026-08-20,15:55,HAN,,,departure,2026-08-18T17:00:06+08:00
CX 3243_2026-08-20,CX 3243,CPA,2026-08-20,16:05,HAN,,,departure,2026-08-18T17:00:06+08:00
5X 061_2026-08-20,5X 061,UPS,2026-08-20,16:05,"TPE, ANC, SDF",,,departure,2026-08-18T17:00:06+08:00
P9 881_2026-08-20,P9 881,MGE,2026-08-20,16:10,GUM,,,departure,2026-08-18T17:00:06+08:00
5X 166_2026-08-20,5X 166,UPS,2026-08-20,16:10,"SIN, SDF",,,departure,2026-08-18T17:00:06+08:00
QR 8417_2026-08-20,QR 8417,QTR,2026-08-20,16:25,DOH,,,departure,2026-08-18T17:00:06+08:00
KE 9314_2026-08-20,KE 9314,KAL,2026-08-20,16:55,ICN,,,departure,2026-08-18T17:00:06+08:00
3S 519_2026-08-20,3S 519,BOX,2026-08-20,17:00,LEJ,,,departure,2026-08-18T17:00:06+08:00
5Y 654_2026-08-20,5Y 654,GTI,2026-08-20,17:25,"ICN, ANC, ORD",Est at 17:00,,departure,2026-08-18T17:00:06+08:00
CV 287_2026-08-20,CV 287,CLX,2026-08-20,17:50,"ANC, MIA",,,departure,2026-08-18T17:00:06+08:00
TH 641_2026-08-20,TH 641,RMY,2026-08-20,17:55,KUL,,,departure,2026-08-18T17:00:06+08:00
RH 9457_2026-08-20,RH 9457,HKC,2026-08-20,18:20,DEL,,,departure,2026-08-18T17:00:06+08:00
LH 8461_2026-08-20,LH 8461,GEC,2026-08-20,18:25,"IST, FRA",,,departure,2026-08-18T17:00:06+08:00
CX 2047_2026-08-20,CX 2047,CPA,2026-08-20,18:30,MAA,,,departure,2026-08-18T17:00:06+08:00
P3 652_2026-08-20,P3 652,CLU,2026-08-20,18:55,AUH,,,departure,2026-08-18T17:00:06+08:00
5X 063_2026-08-20,5X 063,UPS,2026-08-20,19:05,"ANC, SDF",,,departure,2026-08-18T17:00:06+08:00
CI 5838_2026-08-20,CI 5838,CAL,2026-08-20,19:20,TPE,,,departure,2026-08-18T17:00:06+08:00
QR 8435_2026-08-20,QR 8435,QTR,2026-08-20,19:25,DOH,,,departure,2026-08-18T17:00:06+08:00
AK 8542_2026-08-20,AK 8542,AXM,2026-08-20,19:45,KUL,,,departure,2026-08-18T17:00:06+08:00
FX 5991_2026-08-20,FX 5991,FDX,2026-08-20,19:50,"KIX, OAK",,,departure,2026-08-18T17:00:06+08:00
5X 059_2026-08-20,5X 059,UPS,2026-08-20,19:50,"ANC, ONT",Est at 19:45,,departure,2026-08-18T17:00:06+08:00
C8 782_2026-08-20,C8 782,ICV,2026-08-20,20:00,"ASB, MXP",,,departure,2026-08-18T17:00:06+08:00
CX 056_2026-08-20,CX 056,CPA,2026-08-20,20:25,PVG,,,departure,2026-08-18T17:00:06+08:00
7L 147_2026-08-20,7L 147,AZG,2026-08-20,20:25,GYD,,,departure,2026-08-18T17:00:06+08:00
CX 054_2026-08-20,CX 054,CPA,2026-08-20,20:45,"CGO, PVG",,,departure,2026-08-18T17:00:06+08:00
RH 351_2026-08-20,RH 351,HKC,2026-08-20,21:20,MNL,,,departure,2026-08-18T17:00:06+08:00
7L 692_2026-08-20,7L 692,AZG,2026-08-20,21:20,GYD,,,departure,2026-08-18T17:00:06+08:00
QR 8413_2026-08-20,QR 8413,QTR,2026-08-20,21:30,DOH,,,departure,2026-08-18T17:00:06+08:00
D0 009_2026-08-20,D0 009,DHK,2026-08-20,21:40,"CVG, EMA",,,departure,2026-08-18T17:00:06+08:00
CX 065_2026-08-20,CX 065,CPA,2026-08-20,23:25,"NQZ, AMS",,,departure,2026-08-18T17:00:06+08:00
