flight_id,flight_no,airline,date,time,origin,status,status_code,flight_type,last_updated
SV 983_2026-09-07,SV 983,SVA,2026-09-07,06:00,RUH,Dep 11:44,,,2026-09-07T16:46:32+08:00
CX 3286_2026-09-07,CX 3286,CPA,2026-09-07,06:55,"ANC,JFK",Dep 16:14,,,2026-09-07T16:46:32+08:00
CK 264_2026-09-07,CK 264,CKK,2026-09-07,07:00,CKG,Cancelled,,,2026-09-07T16:46:32+08:00
CT 901_2026-09-07,CT 901,AAE,2026-09-07,07:05,"ICN,ANC,MIA",Cancelled,,,2026-09-07T16:46:32+08:00
CI 5828_2026-09-07,CI 5828,CAL,2026-09-07,07:05,TPE,Dep 08:01,,,2026-09-07T16:46:32+08:00
CX 2049_2026-09-07,CX 2049,CPA,2026-09-07,07:15,HAN,Dep 10:27,,,2026-09-07T16:46:32+08:00
CX 3245_2026-09-07,CX 3245,CPA,2026-09-07,07:20,DEL,Est at 09:10 (08/09/2026),,,2026-09-07T16:46:32+08:00
K4 253_2026-09-07,K4 253,CKS,2026-09-07,07:25,"ANC,CVG",Dep 07:26,,,2026-09-07T16:46:32+08:00
Z7 322_2026-09-07,Z7 322,CMS,2026-09-07,07:50,"CCU,TBS",Dep 07:51,,,2026-09-07T16:46:32+08:00
RH 9485_2026-09-07,RH 9485,HKC,2026-09-07,08:05,"ALA,IST",Est at 03:50 (08/09/2026),,,2026-09-07T16:46:32+08:00
MB 729_2026-09-07,MB 729,MNB,2026-09-07,08:40,"AMD,SHJ",Dep 09:09,,,2026-09-07T16:46:32+08:00
EK 9781_2026-09-07,EK 9781,UAE,2026-09-07,08:40,DWC,Dep 08:52,,,2026-09-07T16:46:32+08:00
3S 580_2026-09-07,3S 580,BOX,2026-09-07,08:45,CVG,Dep 08:12,,,2026-09-07T16:46:32+08:00
HQ 4221_2026-09-07,HQ 4221,ADZ,2026-09-07,09:15,DWC,Dep 10:03,,,2026-09-07T16:46:32+08:00
ET 3035_2026-09-07,ET 3035,ETH,2026-09-07,09:30,ADD,Cancelled,,,2026-09-07T16:46:32+08:00
HQ 5211_2026-09-07,HQ 5211,ADZ,2026-09-07,09:30,MBA,Dep 09:50,,,2026-09-07T16:46:32+08:00
CX 098_2026-09-07,CX 098,CPA,2026-09-07,09:50,"ANC,ORD",Dep 09:51,,,2026-09-07T16:46:32+08:00
5Y 8318_2026-09-07,5Y 8318,GTI,2026-09-07,10:15,ANC,Cancelled,,,2026-09-07T16:46:32+08:00
SQ 7974_2026-09-07,SQ 7974,SIA,2026-09-07,10:40,"ANC,LAX",Dep 10:46,,,2026-09-07T16:46:32+08:00
MP 9472_2026-09-07,MP 9472,MPH,2026-09-07,10:40,"GYD,AMS",Dep 10:36,,,2026-09-07T16:46:32+08:00
7L 648_2026-09-07,7L 648,AZG,2026-09-07,11:00,GYD,Dep 14:26,,,2026-09-07T16:46:32+08:00
CV 753_2026-09-07,CV 753,CLX,2026-09-07,11:35,"GYD,LUX",Dep 11:53,,,2026-09-07T16:46:32+08:00
5Y 8230_2026-09-07,5Y 8230,GTI,2026-09-07,11:50,"ANC,MIA",Dep 11:54,,,2026-09-07T16:46:32+08:00
T8 4728_2026-09-07,T8 4728,TVR,2026-09-07,12:00,DMM,Dep 11:52,,,2026-09-07T16:46:32+08:00
RH 392_2026-09-07,RH 392,HKC,2026-09-07,12:00,"DEL,BUD",Cancelled,,,2026-09-07T16:46:32+08:00
RH 9631_2026-09-07,RH 9631,HKC,2026-09-07,12:00,NMI,Dep 13:29,,,2026-09-07T16:46:32+08:00
CX 3749_2026-09-07,CX 3749,CPA,2026-09-07,12:30,BOM,Dep 12:31,,,2026-09-07T16:46:32+08:00
CV 3649_2026-09-07,CV 3649,CLX,2026-09-07,12:30,"GYD,LUX",Dep 12:21,,,2026-09-07T16:46:32+08:00
EK 9849_2026-09-07,EK 9849,UAE,2026-09-07,12:40,DXB,Dep 10:14,,,2026-09-07T16:46:32+08:00
KE 8314_2026-09-07,KE 8314,KAL,2026-09-07,12:55,ICN,Dep 12:31,,,2026-09-07T16:46:32+08:00
TK 6301_2026-09-07,TK 6301,THY,2026-09-07,13:05,"CIT,IST",Dep 12:58,,,2026-09-07T16:46:32+08:00
CV 283_2026-09-07,CV 283,CLX,2026-09-07,13:10,"ANC,GDL,NLU,LUX",Dep 14:04,,,2026-09-07T16:46:32+08:00
3S 719_2026-09-07,3S 719,BOX,2026-09-07,14:05,LEJ,Dep 15:16,,,2026-09-07T16:46:32+08:00
K4 702_2026-09-07,K4 702,CKS,2026-09-07,14:15,"GYD,TLV",Est at 20:45,,,2026-09-07T16:46:32+08:00
QR 8401_2026-09-07,QR 8401,QTR,2026-09-07,14:20,DOH,Dep 13:59,,,2026-09-07T16:46:32+08:00
KZ 206_2026-09-07,KZ 206,NCA,2026-09-07,14:40,NRT,Dep 15:57,,,2026-09-07T16:46:32+08:00
WW 862_2026-09-07,WW 862,KXP,2026-09-07,14:45,KUL,Cancelled,,,2026-09-07T16:46:32+08:00
SR 815_2026-09-07,SR 815,XKY,2026-09-07,15:15,CRK,Est at 07:30 (08/09/2026),,,2026-09-07T16:46:32+08:00
CX 2084_2026-09-07,CX 2084,CPA,2026-09-07,15:30,"ANC,LAX,PDX",Est at 02:55 (08/09/2026),,,2026-09-07T16:46:32+08:00
CP 182_2026-09-07,CP 182,LSI,2026-09-07,15:35,OTP,Dep 15:30,,,2026-09-07T16:46:32+08:00
5X 019_2026-09-07,5X 019,UPS,2026-09-07,15:40,"CGN,PHL",Dep 15:47,,,2026-09-07T16:46:32+08:00
5X 061_2026-09-07,5X 061,UPS,2026-09-07,16:05,"TPE,ANC,SDF",Dep 16:02,,,2026-09-07T16:46:32+08:00
P9 881_2026-09-07,P9 881,MGE,2026-09-07,16:10,GUM,Est at 20:00,,,2026-09-07T16:46:32+08:00
SV 3031_2026-09-07,SV 3031,SVA,2026-09-07,16:25,JED,Cancelled,,,2026-09-07T16:46:32+08:00
ET 3685_2026-09-07,ET 3685,ETH,2026-09-07,16:25,ADD,Est at 21:35,,,2026-09-07T16:46:32+08:00
KE 312_2026-09-07,KE 312,KAL,2026-09-07,16:40,ICN,Dep 16:14,,,2026-09-07T16:46:32+08:00
RH 6651_2026-09-07,RH 6651,HKC,2026-09-07,16:45,DAC,Est at 16:40,,,2026-09-07T16:46:32+08:00
3S 519_2026-09-07,3S 519,BOX,2026-09-07,17:15,LEJ,Est at 17:00,,,2026-09-07T16:46:32+08:00
CV 278_2026-09-07,CV 278,CLX,2026-09-07,17:50,"ANC,ORD,LUX",,,,2026-09-07T16:46:32+08:00
EK 9797_2026-09-07,EK 9797,UAE,2026-09-07,17:50,DWC,Est at 17:40,,,2026-09-07T16:46:32+08:00
EK 9851_2026-09-07,EK 9851,UAE,2026-09-07,18:00,DWC,Est at 17:15,,,2026-09-07T16:46:32+08:00
CX 2041_2026-09-07,CX 2041,CPA,2026-09-07,18:20,MAA,,,,2026-09-07T16:46:32+08:00
5X 059_2026-09-07,5X 059,UPS,2026-09-07,19:00,"ANC,ONT",,,,2026-09-07T16:46:32+08:00
5X 063_2026-09-07,5X 063,UPS,2026-09-07,19:05,"ANC,SDF",,,,2026-09-07T16:46:32+08:00
EK 9837_2026-09-07,EK 9837,UAE,2026-09-07,19:20,DWC,Est at 19:25,,,2026-09-07T16:46:32+08:00
2C 575_2026-09-07,2C 575,CMA,2026-09-07,19:30,"ESB,CDG",Est at 19:15,,,2026-09-07T16:46:32+08:00
TH 641_2026-09-07,TH 641,RMY,2026-09-07,19:45,KUL,Est at 18:00,,,2026-09-07T16:46:32+08:00
FX 5991_2026-09-07,FX 5991,FDX,2026-09-07,19:50,"KIX,OAK",,,,2026-09-07T16:46:32+08:00
TK 6065_2026-09-07,TK 6065,THY,2026-09-07,19:55,"CIT,IST",,,,2026-09-07T16:46:32+08:00
7L 147_2026-09-07,7L 147,AZG,2026-09-07,20:25,GYD,,,,2026-09-07T16:46:32+08:00
CX 054_2026-09-07,CX 054,CPA,2026-09-07,20:45,"CGO,PVG",,,,2026-09-07T16:46:32+08:00
HE 1710_2026-09-07,HE 1710,HGO,2026-09-07,20:45,GYD,,,,2026-09-07T16:46:32+08:00
5Y 8523_2026-09-07,5Y 8523,GTI,2026-09-07,21:00,ANC,,,,2026-09-07T16:46:32+08:00
5Y 8692_2026-09-07,5Y 8692,GTI,2026-09-07,21:05,ANC,,,,2026-09-07T16:46:32+08:00
RH 351_2026-09-07,RH 351,HKC,2026-09-07,21:20,MNL,Est at 22:00,,,2026-09-07T16:46:32+08:00
ET 3229_2026-09-07,ET 3229,ETH,2026-09-07,21:30,ADD,Cancelled,,,2026-09-07T16:46:32+08:00
CX 3262_2026-09-07,CX 3262,CPA,2026-09-07,21:35,CKG,Est at 00:45 (08/09/2026),,,2026-09-07T16:46:32+08:00
3S 536_2026-09-07,3S 536,BOX,2026-09-07,21:40,CVG,,,,2026-09-07T16:46:32+08:00
CV 7331_2026-09-07,CV 7331,CLX,2026-09-07,22:05,"NQZ,LUX",Est at 20:30 (08/09/2026),,,2026-09-07T16:46:32+08:00
QR 8431_2026-09-07,QR 8431,QTR,2026-09-07,22:05,DOH,,,,2026-09-07T16:46:32+08:00
RH 318_2026-09-07,RH 318,HKC,2026-09-07,02:20,HAN,Est at 11:30 (08/09/2026),,,2026-09-07T16:45:05+08:00
CV 7337_2026-09-07,CV 7337,CLX,2026-09-07,20:00,"LUX,GYD,CGK",Est at 18:30 (08/09/2026),,,2026-09-07T16:45:05+08:00
CX 3244_2026-09-07,CX 3244,CPA,2026-09-07,20:30,DEL,Est at 22:06 (08/09/2026),,,2026-09-07T16:45:05+08:00
RH 9488_2026-09-07,RH 9488,HKC,2026-09-07,22:10,"IST,ALA",Est at 15:40 (08/09/2026),,,2026-09-07T16:45:05+08:00
CX 3128_2026-09-07,CX 3128,CPA,2026-09-07,23:30,"SYD,MEL",Est at 00:29 (08/09/2026),,,2026-09-07T16:45:05+08:00
K4 204_2026-09-08,K4 204,CKS,2026-09-08,00:00,"CVG,NRT",Est at 23:10 (07/09/2026),,,2026-09-07T16:45:05+08:00
KZ 203_2026-09-08,KZ 203,NCA,2026-09-08,00:10,NRT,Est at 03:00,,,2026-09-07T16:45:05+08:00
LD 681_2026-09-08,LD 681,AHK,2026-09-08,00:20,TPE,,,,2026-09-07T16:45:05+08:00
LD 129_2026-09-08,LD 129,AHK,2026-09-08,00:25,ICN,,,,2026-09-07T16:45:05+08:00
D0 574_2026-09-08,D0 574,DHK,2026-09-08,00:30,"LEJ,DEL,HAN",,,,2026-09-07T16:45:05+08:00
EY 933_2026-09-08,EY 933,ETD,2026-09-08,00:35,AUH,,,,2026-09-07T16:45:05+08:00
LD 205_2026-09-08,LD 205,AHK,2026-09-08,00:40,KIX,,,,2026-09-07T16:45:05+08:00
LD 456_2026-09-08,LD 456,AHK,2026-09-08,00:45,"CEB,MNL",,,,2026-09-07T16:45:05+08:00
TH 3092_2026-09-08,TH 3092,RMY,2026-09-08,00:45,PEN,,,,2026-09-07T16:45:05+08:00
LD 217_2026-09-08,LD 217,AHK,2026-09-08,00:50,NGO,,,,2026-09-07T16:45:05+08:00
EK 9840_2026-09-08,EK 9840,UAE,2026-09-08,00:50,DWC,,,,2026-09-07T16:45:05+08:00
NH 8511_2026-09-08,NH 8511,ANA,2026-09-08,00:55,NRT,,,,2026-09-07T16:45:05+08:00
LD 209_2026-09-08,LD 209,AHK,2026-09-08,01:00,NRT,,,,2026-09-07T16:45:05+08:00
LD 769_2026-09-08,LD 769,AHK,2026-09-08,01:00,PEK,,,,2026-09-07T16:45:05+08:00
CI 5835_2026-09-08,CI 5835,CAL,2026-09-08,01:00,TPE,Est at 01:50,,,2026-09-07T16:45:05+08:00
KE 313_2026-09-08,KE 313,KAL,2026-09-08,01:10,ICN,,,,2026-09-07T16:45:05+08:00
LD 783_2026-09-08,LD 783,AHK,2026-09-08,01:15,PVG,,,,2026-09-07T16:45:05+08:00
LD 562_2026-09-08,LD 562,AHK,2026-09-08,01:20,"PEN,SGN",,,,2026-09-07T16:45:05+08:00
8K 528_2026-09-08,8K 528,KMI,2026-09-08,01:20,"BKK,HAN",,,,2026-09-07T16:45:05+08:00
BR 6535_2026-09-08,BR 6535,EVA,2026-09-08,01:20,TPE,,,,2026-09-07T16:45:05+08:00
LD 326_2026-09-08,LD 326,AHK,2026-09-08,01:25,SIN,,,,2026-09-07T16:45:05+08:00
LD 842_2026-09-08,LD 842,AHK,2026-09-08,01:30,BKK,,,,2026-09-07T16:45:05+08:00
TH 3507_2026-09-08,TH 3507,RMY,2026-09-08,01:30,KUL,,,,2026-09-07T16:45:05+08:00
KJ 971_2026-09-08,KJ 971,AIH,2026-09-08,01:40,ICN,Est at 01:30,,,2026-09-07T16:45:05+08:00
MB 6019_2026-09-08,MB 6019,MNB,2026-09-08,01:50,NVI,Est at 02:20,,,2026-09-07T16:45:05+08:00
3Y 6012_2026-09-08,3Y 6012,MYU,2026-09-08,02:00,KNO,,,,2026-09-07T16:45:05+08:00
QR 8082_2026-09-08,QR 8082,QTR,2026-09-08,02:20,DOH,,,,2026-09-07T16:45:05+08:00
RH 9632_2026-09-08,RH 9632,HKC,2026-09-08,02:20,NMI,,,,2026-09-07T16:45:05+08:00
3S 702_2026-09-08,3S 702,BOX,2026-09-08,02:30,"LEJ,TLV",,,,2026-09-07T16:45:05+08:00
LD 721_2026-09-08,LD 721,AHK,2026-09-08,02:40,CTU,,,,2026-09-07T16:45:05+08:00
3S 590_2026-09-08,3S 590,BOX,2026-09-08,02:40,"LEJ,NRT",,,,2026-09-07T16:45:05+08:00
K4 240_2026-09-08,K4 240,CKS,2026-09-08,02:45,"CVG,ICN",,,,2026-09-07T16:45:05+08:00
CX 3744_2026-09-08,CX 3744,CPA,2026-09-08,02:45,BOM,,,,2026-09-07T16:45:05+08:00
3S 544_2026-09-08,3S 544,BOX,2026-09-08,03:00,"FRA,TAS",,,,2026-09-07T16:45:05+08:00
ET 3794_2026-09-08,ET 3794,ETH,2026-09-08,03:00,"ADD,MST",Est at 02:44,,,2026-09-07T16:45:05+08:00
EK 9620_2026-09-08,EK 9620,UAE,2026-09-08,03:15,"DWC,SIN,SYD",,,,2026-09-07T16:45:05+08:00
D0 540_2026-09-08,D0 540,DHK,2026-09-08,03:25,"TLV,EMA",Cancelled,,,2026-09-07T16:45:05+08:00
CX 077_2026-09-08,CX 077,CPA,2026-09-08,03:30,"IAH,ANC",Est at 03:21,,,2026-09-07T16:45:05+08:00
RH 352_2026-09-08,RH 352,HKC,2026-09-08,03:45,MNL,Est at 04:25,,,2026-09-07T16:45:05+08:00
FX 5217_2026-09-08,FX 5217,FDX,2026-09-08,03:50,KIX,,,,2026-09-07T16:45:05+08:00
ET 3600_2026-09-08,ET 3600,ETH,2026-09-08,03:55,ADD,Cancelled,,,2026-09-07T16:45:05+08:00
CX 3485_2026-09-08,CX 3485,CPA,2026-09-08,03:55,"JFK,YYZ",Est at 06:28,,,2026-09-07T16:45:05+08:00
ES 729_2026-09-08,ES 729,DHX,2026-09-08,03:55,BAH,,,,2026-09-07T16:45:05+08:00
F5 7760_2026-09-08,F5 7760,ATG,2026-09-08,04:00,EMA,,,,2026-09-07T16:45:05+08:00
5Y 732_2026-09-08,5Y 732,GTI,2026-09-08,04:10,LAX,Est at 03:43,,,2026-09-07T16:45:05+08:00
RH 6652_2026-09-08,RH 6652,HKC,2026-09-08,04:30,"DAC,HAN",,,,2026-09-07T16:45:05+08:00
CK 263_2026-09-08,CK 263,CKK,2026-09-08,04:45,PVG,,,,2026-09-07T16:45:05+08:00
K4 256_2026-09-08,K4 256,CKS,2026-09-08,04:50,"MIA,LAX,ICN",,,,2026-09-07T16:45:05+08:00
CX 053_2026-09-08,CX 053,CPA,2026-09-08,05:10,CKG,Est at 07:22,,,2026-09-07T16:45:05+08:00
7L 624_2026-09-08,7L 624,AZG,2026-09-08,05:15,"GYD,BOM",,,,2026-09-07T16:45:05+08:00
SV 962_2026-09-08,SV 962,SVA,2026-09-08,05:25,RUH,Cancelled,,,2026-09-07T16:45:05+08:00
5Y 8049_2026-09-08,5Y 8049,GTI,2026-09-08,05:30,"MIA,ANC",Est at 10:55,,,2026-09-07T16:45:05+08:00
CI 6842_2026-09-08,CI 6842,CAL,2026-09-08,05:35,MNL,,,,2026-09-07T16:45:05+08:00
5Y 8375_2026-09-08,5Y 8375,GTI,2026-09-08,06:00,BAH,,,,2026-09-07T16:45:05+08:00
MB 300_2026-09-08,MB 300,MNB,2026-09-08,06:20,SHJ,Est at 05:50,,,2026-09-07T16:45:05+08:00
O3 151_2026-09-08,O3 151,CSS,2026-09-08,06:40,EHU,,,,2026-09-07T16:45:05+08:00
CX 014_2026-09-08,CX 014,CPA,2026-09-08,06:45,"FRA,MXP",Est at 07:21,,,2026-09-07T16:45:05+08:00
ET 3753_2026-09-08,ET 3753,ETH,2026-09-08,07:00,MAD,Cancelled,,,2026-09-07T16:45:05+08:00
CX 2040_2026-09-08,CX 2040,CPA,2026-09-08,07:00,MAA,,,,2026-09-07T16:45:05+08:00
QY 694_2026-09-08,QY 694,BCS,2026-09-08,07:00,"LEJ,BLR",,,,2026-09-07T16:45:05+08:00
CV 1081_2026-09-08,CV 1081,CLX,2026-09-08,07:30,LUX,,,,2026-09-07T16:45:05+08:00
TK 6266_2026-09-08,TK 6266,THY,2026-09-08,07:35,"IST,RUH",Est at 08:35,,,2026-09-07T16:45:05+08:00
CX 3251_2026-09-08,CX 3251,CPA,2026-09-08,07:50,PVG,,,,2026-09-07T16:45:05+08:00
CV 9521_2026-09-08,CV 9521,CLX,2026-09-08,08:00,"LUX,KUL",,,,2026-09-07T16:45:05+08:00
5X 067_2026-09-08,5X 067,UPS,2026-09-08,08:15,"SDF,ANC,SGN",,,,2026-09-07T16:45:05+08:00
QR 8406_2026-09-08,QR 8406,QTR,2026-09-08,08:30,DOH,,,,2026-09-07T16:45:05+08:00
O3 267_2026-09-08,O3 267,CSS,2026-09-08,08:45,NGB,,,,2026-09-07T16:45:05+08:00
CX 3273_2026-09-08,CX 3273,CPA,2026-09-08,08:45,"MIA,ANC",Est at 13:44,,,2026-09-07T16:45:05+08:00
CX 2097_2026-09-08,CX 2097,CPA,2026-09-08,10:10,"ORD,ANC",,,,2026-09-07T16:45:05+08:00
RH 9484_2026-09-08,RH 9484,HKC,2026-09-08,10:35,"IST,ALA",Est at 09:15,,,2026-09-07T16:45:05+08:00
EK 9838_2026-09-08,EK 9838,UAE,2026-09-08,11:15,DWC,,,,2026-09-07T16:45:05+08:00
RH 4569_2026-09-08,RH 4569,HKC,2026-09-08,11:40,TPE,Est at 06:10,,,2026-09-07T16:45:05+08:00
K4 562_2026-09-08,K4 562,CKS,2026-09-08,12:00,"ORD,ANC",,,,2026-09-07T16:45:05+08:00
KJ 967_2026-09-08,KJ 967,AIH,2026-09-08,12:05,ICN,Est at 12:00,,,2026-09-07T16:45:05+08:00
5X 167_2026-09-08,5X 167,UPS,2026-09-08,12:40,"SDF,SIN",,,,2026-09-07T16:45:05+08:00
5X 052_2026-09-08,5X 052,UPS,2026-09-08,13:10,"SDF,ANC",,,,2026-09-07T16:45:05+08:00
WW 861_2026-09-08,WW 861,KXP,2026-09-08,13:40,BKI,Est at 21:45,,,2026-09-07T16:45:05+08:00
5X 002_2026-09-08,5X 002,UPS,2026-09-08,14:15,"PHL,CGN",,,,2026-09-07T16:45:05+08:00
5X 058_2026-09-08,5X 058,UPS,2026-09-08,14:35,"ONT,HNL",,,,2026-09-07T16:45:05+08:00
CV 4971_2026-09-08,CV 4971,CLX,2026-09-08,14:45,LUX,,,,2026-09-07T16:45:05+08:00
KE 9313_2026-09-08,KE 9313,KAL,2026-09-08,14:45,ICN,,,,2026-09-07T16:45:05+08:00
CX 3259_2026-09-08,CX 3259,CPA,2026-09-08,14:50,PVG,,,,2026-09-07T16:45:05+08:00
3S 594_2026-09-08,3S 594,BOX,2026-09-08,15:00,"LEJ,NRT",Est at 14:40,,,2026-09-07T16:45:05+08:00
CT 5901_2026-09-08,CT 5901,AAE,2026-09-08,15:00,LGG,Cancelled,,,2026-09-07T16:45:05+08:00
CX 015_2026-09-08,CX 015,CPA,2026-09-08,15:05,"NRT,TPE",Est at 22:46,,,2026-09-07T16:45:05+08:00
LH 8460_2026-09-08,LH 8460,GEC,2026-09-08,15:25,FRA,,,,2026-09-07T16:45:05+08:00
EK 9798_2026-09-08,EK 9798,UAE,2026-09-08,15:30,DWC,,,,2026-09-07T16:45:05+08:00
5Y 4351_2026-09-08,5Y 4351,GTI,2026-09-08,15:40,"LGG,TBS",,,,2026-09-07T16:45:05+08:00
2C 560_2026-09-08,2C 560,CMA,2026-09-08,15:50,CDG,Est at 16:45,,,2026-09-07T16:45:05+08:00
7L 246_2026-09-08,7L 246,AZG,2026-09-08,16:00,GYD,,,,2026-09-07T16:45:05+08:00
7L 571_2026-09-08,7L 571,AZG,2026-09-08,16:05,GYD,,,,2026-09-07T16:45:05+08:00
C8 9261_2026-09-08,C8 9261,ICV,2026-09-08,16:20,MXP,,,,2026-09-07T16:45:05+08:00
EK 9846_2026-09-08,EK 9846,UAE,2026-09-08,16:25,DWC,,,,2026-09-07T16:45:05+08:00
CP 192_2026-09-08,CP 192,LSI,2026-09-08,16:30,OTP,,,,2026-09-07T16:45:05+08:00
SQ 7922_2026-09-08,SQ 7922,SIA,2026-09-08,16:40,SIN,,,,2026-09-07T16:45:05+08:00
RH 393_2026-09-08,RH 393,HKC,2026-09-08,16:40,BUD,,,,2026-09-07T16:45:05+08:00
TK 6327_2026-09-08,TK 6327,THY,2026-09-08,16:50,"IST,DWC",,,,2026-09-07T16:45:05+08:00
FX 5991_2026-09-08,FX 5991,FDX,2026-09-08,17:10,ICN,,,,2026-09-07T16:45:05+08:00
CI 5837_2026-09-08,CI 5837,CAL,2026-09-08,17:20,TPE,,,,2026-09-07T16:45:05+08:00
TK 6218_2026-09-08,TK 6218,THY,2026-09-08,17:30,"IST,DWC",,,,2026-09-07T16:45:05+08:00
SQ 7354_2026-09-08,SQ 7354,SIA,2026-09-08,17:30,SIN,,,,2026-09-07T16:45:05+08:00
MH 6104_2026-09-08,MH 6104,MAS,2026-09-08,17:50,"KUL,LBU",Est at 00:40 (09/09/2026),,,2026-09-07T16:45:05+08:00
RH 372_2026-09-08,RH 372,HKC,2026-09-08,17:55,SIN,,,,2026-09-07T16:45:05+08:00
N8 530_2026-09-08,N8 530,NCR,2026-09-08,18:00,ANC,Est at 20:25,,,2026-09-07T16:45:05+08:00
CX 3291_2026-09-08,CX 3291,CPA,2026-09-08,18:20,"ATL,ANC",Est at 19:11,,,2026-09-07T16:45:05+08:00
TH 640_2026-09-08,TH 640,RMY,2026-09-08,18:40,BKI,Est at 16:55,,,2026-09-07T16:45:05+08:00
5Y 3411_2026-09-08,5Y 3411,GTI,2026-09-08,18:45,LAX,,,,2026-09-07T16:45:05+08:00
K4 202_2026-09-08,K4 202,CKS,2026-09-08,19:40,"CVG,NRT",,,,2026-09-07T16:45:05+08:00
EK 9832_2026-09-08,EK 9832,UAE,2026-09-08,19:50,DWC,Est at 18:20,,,2026-09-07T16:45:05+08:00
7L 647_2026-09-08,7L 647,AZG,2026-09-08,19:55,GYD,,,,2026-09-07T16:45:05+08:00
CX 3295_2026-09-08,CX 3295,CPA,2026-09-08,20:05,JFK,Est at 04:26 (09/09/2026),,,2026-09-07T16:45:05+08:00
N8 528_2026-09-08,N8 528,NCR,2026-09-08,20:10,ANC,,,,2026-09-07T16:45:05+08:00
QR 8514_2026-09-08,QR 8514,QTR,2026-09-08,20:40,"DOH,MCT",,,,2026-09-07T16:45:05+08:00
ET 3708_2026-09-08,ET 3708,ETH,2026-09-08,20:55,LGG,Cancelled,,,2026-09-07T16:45:05+08:00
CX 097_2026-09-08,CX 097,CPA,2026-09-08,21:15,"NLU,GDL,ANC",Est at 00:11 (09/09/2026),,,2026-09-07T16:45:05+08:00
ET 3032_2026-09-08,ET 3032,ETH,2026-09-08,21:25,ADD,Cancelled,,,2026-09-07T16:45:05+08:00
ET 3446_2026-09-08,ET 3446,ETH,2026-09-08,21:25,ADD,Cancelled,,,2026-09-07T16:45:05+08:00
K4 221_2026-09-08,K4 221,CKS,2026-09-08,21:35,"CVG,MXP",,,,2026-09-07T16:45:05+08:00
SR 812_2026-09-08,SR 812,XKY,2026-09-08,21:45,CRK,,,,2026-09-07T16:45:05+08:00
K4 285_2026-09-08,K4 285,CKS,2026-09-08,22:55,"CVG,LEJ",Est at 23:20,,,2026-09-07T16:45:05+08:00
3G 800_2026-09-08,3G 800,WCM,2026-09-08,23:00,BKI,Cancelled,,,2026-09-07T16:45:05+08:00
QR 8440_2026-09-08,QR 8440,QTR,2026-09-08,23:00,DOH,,,,2026-09-07T16:45:05+08:00
SV 982_2026-09-08,SV 982,SVA,2026-09-08,23:10,DMM,,,,2026-09-07T16:45:05+08:00
MB 6021_2026-09-08,MB 6021,MNB,2026-09-08,23:20,SHJ,,,,2026-09-07T16:45:05+08:00
CX 2015_2026-09-08,CX 2015,CPA,2026-09-08,23:25,TPE,,,,2026-09-07T16:45:05+08:00
CX 3069_2026-09-08,CX 3069,CPA,2026-09-08,23:45,"ORD,ANC",,,,2026-09-07T16:45:05+08:00
7L 922_2026-09-09,7L 922,AZG,2026-09-09,14:50,GYD,Est at 14:30 (08/09/2026),,,2026-09-07T16:45:05+08:00
RH 317_2026-09-06,RH 317,HKC,2026-09-06,20:50,HAN,Est at 06:00 (08/09/2026),,,2026-09-07T16:41:03+08:00
CX 3245_2026-09-07,CX 3245,CPA,2026-09-07,07:20,DEL,Est at 09:10 (08/09/2026),,,2026-09-07T16:41:03+08:00
RH 9485_2026-09-07,RH 9485,HKC,2026-09-07,08:05,"ALA,IST",Est at 03:50 (08/09/2026),,,2026-09-07T16:41:03+08:00
SR 815_2026-09-07,SR 815,XKY,2026-09-07,15:15,CRK,Est at 07:30 (08/09/2026),,,2026-09-07T16:41:03+08:00
CX 2084_2026-09-07,CX 2084,CPA,2026-09-07,15:30,"ANC,LAX,PDX",Est at 02:55 (08/09/2026),,,2026-09-07T16:41:03+08:00
CX 3262_2026-09-07,CX 3262,CPA,2026-09-07,21:35,CKG,Est at 00:45 (08/09/2026),,,2026-09-07T16:41:03+08:00
CV 7331_2026-09-07,CV 7331,CLX,2026-09-07,22:05,"NQZ,LUX",Est at 20:30 (08/09/2026),,,2026-09-07T16:41:03+08:00
CX 2023_2026-09-08,CX 2023,CPA,2026-09-08,00:10,SYD,,,,2026-09-07T16:41:03+08:00
RH 9491_2026-09-08,RH 9491,HKC,2026-09-08,00:15,"ALA,IST",Delayed,,,2026-09-07T16:41:03+08:00
3G 801_2026-09-08,3G 801,WCM,2026-09-08,00:30,KUL,,,,2026-09-07T16:41:03+08:00
CX 006_2026-09-08,CX 006,CPA,2026-09-08,00:50,NRT,Est at 08:45,,,2026-09-07T16:41:03+08:00
CX 086_2026-09-08,CX 086,CPA,2026-09-08,01:30,"ANC,NLU",Est at 08:10,,,2026-09-07T16:41:03+08:00
KZ 202_2026-09-08,KZ 202,NCA,2026-09-08,02:25,NRT,Est at 05:00,,,2026-09-07T16:41:03+08:00
NH 8512_2026-09-08,NH 8512,ANA,2026-09-08,02:25,NRT,,,,2026-09-07T16:41:03+08:00
KJ 972_2026-09-08,KJ 972,AIH,2026-09-08,02:40,ICN,Est at 02:30,,,2026-09-07T16:41:03+08:00
EK 9841_2026-09-08,EK 9841,UAE,2026-09-08,02:50,DWC,,,,2026-09-07T16:41:03+08:00
CI 5836_2026-09-08,CI 5836,CAL,2026-09-08,03:00,TPE,Est at 03:50,,,2026-09-07T16:41:03+08:00
