flight_id,flight_no,airline,date,time,origin,status,status_code,flight_type,last_updated
CK 264_2026-09-06,CK 264,CKK,2026-09-06,07:10,CKG,Dep 00:39 (07/09/2026),,,2026-09-07T16:11:06+08:00
CI 5834_2026-09-06,CI 5834,CAL,2026-09-06,07:20,TPE,Dep 11:01,,,2026-09-07T16:11:06+08:00
CV 708_2026-09-06,CV 708,CLX,2026-09-06,07:20,"GYD,BUD,LUX",Dep 07:08,,,2026-09-07T16:11:06+08:00
HJ 024_2026-09-06,HJ 024,TMN,2026-09-06,07:25,SYD,Cancelled,,,2026-09-07T16:11:06+08:00
3S 721_2026-09-06,3S 721,BOX,2026-09-06,07:35,"DEL,LEJ",Dep 07:50,,,2026-09-07T16:11:06+08:00
5X 003_2026-09-06,5X 003,UPS,2026-09-06,07:35,"BLR,CGN,PHL",Dep 07:35,,,2026-09-07T16:11:06+08:00
QY 679_2026-09-06,QY 679,BCS,2026-09-06,07:45,"GYD,LEJ",Dep 08:44,,,2026-09-07T16:11:06+08:00
Y9 2562_2026-09-06,Y9 2562,SGA,2026-09-06,08:20,"DAC,DWC",Dep 09:29,,,2026-09-07T16:11:06+08:00
7L 572_2026-09-06,7L 572,AZG,2026-09-06,08:50,DWC,Dep 10:08,,,2026-09-07T16:11:06+08:00
HQ 4111_2026-09-06,HQ 4111,ADZ,2026-09-06,09:00,DWC,Dep 11:05,,,2026-09-07T16:11:06+08:00
FX 018_2026-09-06,FX 018,FDX,2026-09-06,09:15,"SIN,ANC,MEM",Dep 09:20,,,2026-09-07T16:11:06+08:00
ES 696_2026-09-06,ES 696,DHX,2026-09-06,09:20,BAH,Cancelled,,,2026-09-07T16:11:06+08:00
3S 509_2026-09-06,3S 509,BOX,2026-09-06,09:30,LEJ,Dep 09:42,,,2026-09-07T16:11:06+08:00
7L 1612_2026-09-06,7L 1612,AZG,2026-09-06,09:30,"ANC,ORD",Dep 11:22,,,2026-09-07T16:11:06+08:00
HJ 032_2026-09-06,HJ 032,TMN,2026-09-06,09:35,MEL,Dep 09:25,,,2026-09-07T16:11:06+08:00
QR 8433_2026-09-06,QR 8433,QTR,2026-09-06,09:45,DOH,Dep 09:42,,,2026-09-07T16:11:06+08:00
RH 371_2026-09-06,RH 371,HKC,2026-09-06,09:50,SIN,Dep 08:15,,,2026-09-07T16:11:06+08:00
CX 3249_2026-09-06,CX 3249,CPA,2026-09-06,09:50,CGK,Cancelled,,,2026-09-07T16:11:06+08:00
K4 273_2026-09-06,K4 273,CKS,2026-09-06,09:55,"ANC,CVG",Dep 09:45,,,2026-09-07T16:11:06+08:00
RH 962_2026-09-06,RH 962,HKC,2026-09-06,09:55,KIX,Dep 13:21,,,2026-09-07T16:11:06+08:00
TK 6275_2026-09-06,TK 6275,THY,2026-09-06,10:10,"CIT,IST",Dep 10:24,,,2026-09-07T16:11:06+08:00
LH 8463_2026-09-06,LH 8463,GEC,2026-09-06,10:15,"IST,FRA",Dep 10:56,,,2026-09-07T16:11:06+08:00
CX 079_2026-09-06,CX 079,CPA,2026-09-06,10:40,SIN,Dep 11:21,,,2026-09-07T16:11:06+08:00
KJ 954_2026-09-06,KJ 954,AIH,2026-09-06,10:45,ICN,Dep 10:50,,,2026-09-07T16:11:06+08:00
RH 829_2026-09-06,RH 829,HKC,2026-09-06,11:15,PVG,Dep 06:09,,,2026-09-07T16:11:06+08:00
MP 9462_2026-09-06,MP 9462,MPH,2026-09-06,11:15,"GYD,AMS",Dep 11:27,,,2026-09-07T16:11:06+08:00
3V 400_2026-09-06,3V 400,TAY,2026-09-06,11:25,"DWC,LGG",Dep 12:37,,,2026-09-07T16:11:06+08:00
EK 9859_2026-09-06,EK 9859,UAE,2026-09-06,11:40,DWC,Dep 10:31,,,2026-09-07T16:11:06+08:00
CX 3194_2026-09-06,CX 3194,CPA,2026-09-06,11:55,"ANC,JFK",Dep 14:58,,,2026-09-07T16:11:06+08:00
T8 4728_2026-09-06,T8 4728,TVR,2026-09-06,12:00,DMM,Cancelled,,,2026-09-07T16:11:06+08:00
5C 770_2026-09-06,5C 770,ICL,2026-09-06,13:00,"DWC,TLV",Cancelled,,,2026-09-07T16:11:06+08:00
5Y 5579_2026-09-06,5Y 5579,GTI,2026-09-06,13:20,ICN,Cancelled,,,2026-09-07T16:11:06+08:00
KJ 970_2026-09-06,KJ 970,AIH,2026-09-06,14:00,ICN,Dep 15:48,,,2026-09-07T16:11:06+08:00
CC 4100_2026-09-06,CC 4100,ABD,2026-09-06,14:00,"DWC,LGG",Dep 16:28,,,2026-09-07T16:11:06+08:00
MH 6107_2026-09-06,MH 6107,MAS,2026-09-06,14:00,KUL,Dep 14:57,,,2026-09-07T16:11:06+08:00
K4 551_2026-09-06,K4 551,CKS,2026-09-06,14:15,"NRT,ANC,ORD",Dep 14:54,,,2026-09-07T16:11:06+08:00
CV 209_2026-09-06,CV 209,CLX,2026-09-06,14:45,"ANC,ORD,LUX",Dep 15:29,,,2026-09-07T16:11:06+08:00
CX 3174_2026-09-06,CX 3174,CPA,2026-09-06,14:45,"ANC,MIA",Dep 17:31,,,2026-09-07T16:11:06+08:00
5Y 8373_2026-09-06,5Y 8373,GTI,2026-09-06,15:00,"ANC,MIA",Dep 09:48 (07/09/2026),,,2026-09-07T16:11:06+08:00
SR 815_2026-09-06,SR 815,XKY,2026-09-06,15:15,CRK,Dep 15:22,,,2026-09-07T16:11:06+08:00
KZ 206_2026-09-06,KZ 206,NCA,2026-09-06,15:30,NRT,Dep 15:55,,,2026-09-07T16:11:06+08:00
NH 8514_2026-09-06,NH 8514,ANA,2026-09-06,15:40,NRT,Dep 16:40,,,2026-09-07T16:11:06+08:00
P9 881_2026-09-06,P9 881,MGE,2026-09-06,16:10,GUM,Dep 16:23,,,2026-09-07T16:11:06+08:00
CV 342_2026-09-06,CV 342,CLX,2026-09-06,16:30,"ANC,MIA,LUX",Dep 04:47 (07/09/2026),,,2026-09-07T16:11:06+08:00
K4 527_2026-09-06,K4 527,CKS,2026-09-06,16:30,"ICN,ANC,LAX",Dep 16:40,,,2026-09-07T16:11:06+08:00
RH 9489_2026-09-06,RH 9489,HKC,2026-09-06,16:40,"ALA,IST",Cancelled,,,2026-09-07T16:11:06+08:00
5Y 654_2026-09-06,5Y 654,GTI,2026-09-06,16:50,"ANC,ORD,MIA",Dep 03:50 (07/09/2026),,,2026-09-07T16:11:06+08:00
KE 9314_2026-09-06,KE 9314,KAL,2026-09-06,16:55,ICN,Dep 16:53,,,2026-09-07T16:11:06+08:00
7L 1512_2026-09-06,7L 1512,AZG,2026-09-06,17:05,GYD,Dep 18:45,,,2026-09-07T16:11:06+08:00
RH 9375_2026-09-06,RH 9375,HKC,2026-09-06,17:10,MAA,Dep 19:17,,,2026-09-07T16:11:06+08:00
7L 923_2026-09-06,7L 923,AZG,2026-09-06,17:20,GYD,Cancelled,,,2026-09-07T16:11:06+08:00
EK 9797_2026-09-06,EK 9797,UAE,2026-09-06,17:40,DWC,Cancelled,,,2026-09-07T16:11:06+08:00
5X 019_2026-09-06,5X 019,UPS,2026-09-06,17:50,CGN,Cancelled,,,2026-09-07T16:11:06+08:00
Z7 322_2026-09-06,Z7 322,CMS,2026-09-06,18:00,"CCU,TBS",Cancelled,,,2026-09-07T16:11:06+08:00
RH 9457_2026-09-06,RH 9457,HKC,2026-09-06,18:20,DEL,Dep 18:18,,,2026-09-07T16:11:06+08:00
7L 621_2026-09-06,7L 621,AZG,2026-09-06,18:25,GYD,Cancelled,,,2026-09-07T16:11:06+08:00
AK 8542_2026-09-06,AK 8542,AXM,2026-09-06,18:30,KUL,Dep 23:11,,,2026-09-07T16:11:06+08:00
CV 226_2026-09-06,CV 226,CLX,2026-09-06,18:35,"ANC,JFK,LUX",Dep 19:01,,,2026-09-07T16:11:06+08:00
SQ 7873_2026-09-06,SQ 7873,SIA,2026-09-06,18:45,SIN,Dep 17:48,,,2026-09-07T16:11:06+08:00
CX 043_2026-09-06,CX 043,CPA,2026-09-06,18:55,MAA,Dep 19:06,,,2026-09-07T16:11:06+08:00
5Y 8137_2026-09-06,5Y 8137,GTI,2026-09-06,19:00,"DEL,ANC",Dep 06:34 (07/09/2026),,,2026-09-07T16:11:06+08:00
C8 513_2026-09-06,C8 513,ICV,2026-09-06,19:15,"ASB,MXP",Dep 19:57,,,2026-09-07T16:11:06+08:00
CV 942_2026-09-06,CV 942,CLX,2026-09-06,19:30,"ASB,LUX",Dep 20:45,,,2026-09-07T16:11:06+08:00
5Y 8007_2026-09-06,5Y 8007,GTI,2026-09-06,19:55,IST,Cancelled,,,2026-09-07T16:11:06+08:00
5Y 648_2026-09-06,5Y 648,GTI,2026-09-06,20:00,"ANC,MIA",Dep 21:29,,,2026-09-07T16:11:06+08:00
CX 2098_2026-09-06,CX 2098,CPA,2026-09-06,20:05,"ANC,ORD",Dep 20:09,,,2026-09-07T16:11:06+08:00
5Y 8523_2026-09-06,5Y 8523,GTI,2026-09-06,20:45,"ANC,ORD",Cancelled,,,2026-09-07T16:11:06+08:00
RH 317_2026-09-06,RH 317,HKC,2026-09-06,20:50,HAN,Est at 06:00 (08/09/2026),,,2026-09-07T16:11:06+08:00
7L 692_2026-09-06,7L 692,AZG,2026-09-06,21:20,GYD,Cancelled,,,2026-09-07T16:11:06+08:00
CX 037_2026-09-06,CX 037,CPA,2026-09-06,21:30,"DEL,FRA",Dep 21:50,,,2026-09-07T16:11:06+08:00
SV 3967_2026-09-06,SV 3967,SVA,2026-09-06,21:35,RUH,Cancelled,,,2026-09-07T16:11:06+08:00
QR 8477_2026-09-06,QR 8477,QTR,2026-09-06,22:10,DOH,Dep 22:30,,,2026-09-07T16:11:06+08:00
QF 7526_2026-09-06,QF 7526,QFA,2026-09-06,22:20,"SYD,WSI",Dep 23:32,,,2026-09-07T16:11:06+08:00
TK 6221_2026-09-06,TK 6221,THY,2026-09-06,22:25,"CIT,IST",Dep 01:21 (07/09/2026),,,2026-09-07T16:11:06+08:00
WW 862_2026-09-06,WW 862,KXP,2026-09-06,22:45,KUL,Dep 02:20 (07/09/2026),,,2026-09-07T16:11:06+08:00
CX 3129_2026-09-06,CX 3129,CPA,2026-09-06,22:50,SYD,Dep 01:04 (07/09/2026),,,2026-09-07T16:11:06+08:00
CI 5832_2026-09-06,CI 5832,CAL,2026-09-06,23:00,TPE,Dep 00:43 (07/09/2026),,,2026-09-07T16:11:06+08:00
SR 813_2026-09-06,SR 813,XKY,2026-09-06,23:15,MNL,Dep 23:04,,,2026-09-07T16:11:06+08:00
CX 3290_2026-09-06,CX 3290,CPA,2026-09-06,23:55,"ANC,DFW,ATL",Dep 01:14 (07/09/2026),,,2026-09-07T16:11:06+08:00
SV 3030_2026-09-03,SV 3030,SVA,2026-09-03,22:45,RUH,Est at 16:49 (07/09/2026),,,2026-09-07T16:45:31+08:00
SV 986_2026-09-03,SV 986,SVA,2026-09-03,22:45,RUH,Cancelled,,,2026-09-07T16:45:31+08:00
CX 015D_2026-09-05,CX 015D,CPA,2026-09-05,16:10,"NRT,TPE",Est at 18:11 (07/09/2026),,,2026-09-07T16:45:31+08:00
RH 318_2026-09-05,RH 318,HKC,2026-09-05,21:35,HAN,At gate 08:37 (07/09/2026),,,2026-09-07T16:45:31+08:00
RH 4569_2026-09-06,RH 4569,HKC,2026-09-06,07:55,TPE,At gate 01:05 (07/09/2026),,,2026-09-07T16:45:31+08:00
RH 9492_2026-09-06,RH 9492,HKC,2026-09-06,09:45,"IST,ALA",Est at 19:48 (07/09/2026),,,2026-09-07T16:45:31+08:00
5Y 8373_2026-09-06,5Y 8373,GTI,2026-09-06,13:00,HAN,At gate 07:15 (07/09/2026),,,2026-09-07T16:45:31+08:00
CV 4796_2026-09-06,CV 4796,CLX,2026-09-06,14:30,LUX,At gate 01:41 (07/09/2026),,,2026-09-07T16:45:31+08:00
RH 332_2026-09-06,RH 332,HKC,2026-09-06,15:10,BKK,At gate 09:18 (07/09/2026),,,2026-09-07T16:45:31+08:00
5Y 8154_2026-09-06,5Y 8154,GTI,2026-09-06,16:15,AMS,At gate 00:36 (07/09/2026),,,2026-09-07T16:45:31+08:00
WW 861_2026-09-06,WW 861,KXP,2026-09-06,21:45,BKI,At gate 01:04 (07/09/2026),,,2026-09-07T16:45:31+08:00
KZ 203_2026-09-07,KZ 203,NCA,2026-09-07,00:10,NRT,At gate 02:58,,,2026-09-07T16:45:31+08:00
5X 168_2026-09-07,5X 168,UPS,2026-09-07,00:20,"SDF,SIN,PEN,SGN",At gate 00:14,,,2026-09-07T16:45:31+08:00
QR 8454_2026-09-07,QR 8454,QTR,2026-09-07,00:30,"DOH,ALA",At gate 01:13,,,2026-09-07T16:45:31+08:00
CX 3348_2026-09-07,CX 3348,CPA,2026-09-07,01:05,"CGK,HAN",Cancelled,,,2026-09-07T16:45:31+08:00
KE 313_2026-09-07,KE 313,KAL,2026-09-07,01:10,ICN,At gate 00:55,,,2026-09-07T16:45:31+08:00
CX 078_2026-09-07,CX 078,CPA,2026-09-07,01:20,"SIN,PEN,KTI",At gate 02:05,,,2026-09-07T16:45:31+08:00
QR 8500_2026-09-07,QR 8500,QTR,2026-09-07,01:35,DOH,At gate 01:21,,,2026-09-07T16:45:31+08:00
BR 6529_2026-09-07,BR 6529,EVA,2026-09-07,01:50,TPE,At gate 01:38,,,2026-09-07T16:45:31+08:00
3S 590_2026-09-07,3S 590,BOX,2026-09-07,02:15,"LEJ,NRT",At gate 01:56,,,2026-09-07T16:45:31+08:00
RH 318_2026-09-07,RH 318,HKC,2026-09-07,02:20,HAN,Est at 11:30 (08/09/2026),,,2026-09-07T16:45:31+08:00
CX 083_2026-09-07,CX 083,CPA,2026-09-07,02:40,"PDX,ANC",At gate 02:37,,,2026-09-07T16:45:31+08:00
3S 628_2026-09-07,3S 628,BOX,2026-09-07,03:00,"FRA,ALA",At gate 02:34,,,2026-09-07T16:45:31+08:00
QR 8434_2026-09-07,QR 8434,QTR,2026-09-07,03:00,DOH,At gate 03:10,,,2026-09-07T16:45:31+08:00
CT 117_2026-09-07,CT 117,AAE,2026-09-07,03:20,BUD,Cancelled,,,2026-09-07T16:45:31+08:00
EK 9862_2026-09-07,EK 9862,UAE,2026-09-07,03:25,DWC,At gate 04:07,,,2026-09-07T16:45:31+08:00
SV 982_2026-09-07,SV 982,SVA,2026-09-07,04:00,DMM,At gate 09:32,,,2026-09-07T16:45:31+08:00
K4 701_2026-09-07,K4 701,CKS,2026-09-07,04:15,TLV,At gate 06:44,,,2026-09-07T16:45:31+08:00
HJ 121_2026-09-07,HJ 121,TMN,2026-09-07,04:25,SYD,Cancelled,,,2026-09-07T16:45:31+08:00
CK 263_2026-09-07,CK 263,CKK,2026-09-07,04:45,PVG,Cancelled,,,2026-09-07T16:45:31+08:00
CX 085_2026-09-07,CX 085,CPA,2026-09-07,04:55,JFK,At gate 07:19,,,2026-09-07T16:45:31+08:00
CI 5827_2026-09-07,CI 5827,CAL,2026-09-07,05:05,TPE,At gate 06:11,,,2026-09-07T16:45:31+08:00
3S 580_2026-09-07,3S 580,BOX,2026-09-07,05:15,"LEJ,ICN",At gate 04:45,,,2026-09-07T16:45:31+08:00
SR 814_2026-09-07,SR 814,XKY,2026-09-07,05:15,MNL,At gate 04:30,,,2026-09-07T16:45:31+08:00
CX 081_2026-09-07,CX 081,CPA,2026-09-07,06:00,"ORD,ANC",At gate 08:16,,,2026-09-07T16:45:31+08:00
MB 728_2026-09-07,MB 728,MNB,2026-09-07,06:40,ALA,At gate 05:55,,,2026-09-07T16:45:31+08:00
EK 9780_2026-09-07,EK 9780,UAE,2026-09-07,06:40,DWC,At gate 07:12,,,2026-09-07T16:45:31+08:00
T8 4727_2026-09-07,T8 4727,TVR,2026-09-07,07:00,DMM,At gate 08:03,,,2026-09-07T16:45:31+08:00
CX 068_2026-09-07,CX 068,CPA,2026-09-07,07:00,"FRA,MXP",At gate 12:51,,,2026-09-07T16:45:31+08:00
ET 3784_2026-09-07,ET 3784,ETH,2026-09-07,07:00,MAD,Cancelled,,,2026-09-07T16:45:31+08:00
RH 9376_2026-09-07,RH 9376,HKC,2026-09-07,07:00,MAA,At gate 08:27,,,2026-09-07T16:45:31+08:00
5Y 8133_2026-09-07,5Y 8133,GTI,2026-09-07,07:35,LAX,Cancelled,,,2026-09-07T16:45:31+08:00
CX 2018_2026-09-07,CX 2018,CPA,2026-09-07,07:35,MAA,At gate 08:04,,,2026-09-07T16:45:31+08:00
RH 9458_2026-09-07,RH 9458,HKC,2026-09-07,07:50,DEL,At gate 07:02,,,2026-09-07T16:45:31+08:00
5X 054_2026-09-07,5X 054,UPS,2026-09-07,08:35,"SDF,ANC,TPE",At gate 08:22,,,2026-09-07T16:45:31+08:00
SQ 7974_2026-09-07,SQ 7974,SIA,2026-09-07,08:40,SIN,At gate 08:11,,,2026-09-07T16:45:31+08:00
MP 9471_2026-09-07,MP 9471,MPH,2026-09-07,08:40,AMS,At gate 08:28,,,2026-09-07T16:45:31+08:00
7L 647_2026-09-07,7L 647,AZG,2026-09-07,09:00,"GYD,DMM",At gate 12:12,,,2026-09-07T16:45:31+08:00
CV 9937_2026-09-07,CV 9937,CLX,2026-09-07,09:35,LUX,At gate 09:23,,,2026-09-07T16:45:31+08:00
CV 7407_2026-09-07,CV 7407,CLX,2026-09-07,10:30,LUX,At gate 10:08,,,2026-09-07T16:45:31+08:00
TK 6300_2026-09-07,TK 6300,THY,2026-09-07,10:35,"IST,TAS",At gate 09:29,,,2026-09-07T16:45:31+08:00
EK 9848_2026-09-07,EK 9848,UAE,2026-09-07,10:40,DWC,At gate 08:39,,,2026-09-07T16:45:31+08:00
CV 4167_2026-09-07,CV 4167,CLX,2026-09-07,10:45,"LUX,MCT",At gate 12:20,,,2026-09-07T16:45:31+08:00
5X 058_2026-09-07,5X 058,UPS,2026-09-07,10:45,"HNL,GUM",At gate 15:25,,,2026-09-07T16:45:31+08:00
KE 8313_2026-09-07,KE 8313,KAL,2026-09-07,10:55,ICN,At gate 10:32,,,2026-09-07T16:45:31+08:00
3S 718_2026-09-07,3S 718,BOX,2026-09-07,12:05,LEJ,At gate 12:57,,,2026-09-07T16:45:31+08:00
QR 8400_2026-09-07,QR 8400,QTR,2026-09-07,12:20,DOH,At gate 12:05,,,2026-09-07T16:45:31+08:00
CP 191_2026-09-07,CP 191,LSI,2026-09-07,12:35,MXP,At gate 12:06,,,2026-09-07T16:45:31+08:00
KZ 209_2026-09-07,KZ 209,NCA,2026-09-07,12:45,NRT,At gate 14:03,,,2026-09-07T16:45:31+08:00
5X 004_2026-09-07,5X 004,UPS,2026-09-07,12:50,"PHL,CGN",At gate 12:28,,,2026-09-07T16:45:31+08:00
3S 714_2026-09-07,3S 714,BOX,2026-09-07,13:20,"LEJ,DXB",Est at 17:23,,,2026-09-07T16:45:31+08:00
CX 2048_2026-09-07,CX 2048,CPA,2026-09-07,13:25,HAN,Landed 16:36,,,2026-09-07T16:45:31+08:00
WW 861_2026-09-07,WW 861,KXP,2026-09-07,13:45,BKI,Cancelled,,,2026-09-07T16:45:31+08:00
SV 3030_2026-09-07,SV 3030,SVA,2026-09-07,14:25,RUH,Cancelled,,,2026-09-07T16:45:31+08:00
5X 018_2026-09-07,5X 018,UPS,2026-09-07,14:25,"PHL,CGN",At gate 13:37,,,2026-09-07T16:45:31+08:00
5Y 8537_2026-09-07,5Y 8537,GTI,2026-09-07,14:30,"LAX,HNL",At gate 12:45,,,2026-09-07T16:45:31+08:00
ET 3618_2026-09-07,ET 3618,ETH,2026-09-07,14:40,"ADD,ICN",Est at 18:50,,,2026-09-07T16:45:31+08:00
KE 311_2026-09-07,KE 311,KAL,2026-09-07,14:40,ICN,At gate 14:14,,,2026-09-07T16:45:31+08:00
3S 520_2026-09-07,3S 520,BOX,2026-09-07,14:45,"LEJ,BAH",At gate 14:32,,,2026-09-07T16:45:31+08:00
5Y 752_2026-09-07,5Y 752,GTI,2026-09-07,15:40,DFW,At gate 15:37,,,2026-09-07T16:45:31+08:00
CV 4327_2026-09-07,CV 4327,CLX,2026-09-07,15:50,LUX,Landed 16:19,,,2026-09-07T16:45:31+08:00
EK 9796_2026-09-07,EK 9796,UAE,2026-09-07,15:50,DWC,At gate 16:22,,,2026-09-07T16:45:31+08:00
EK 9850_2026-09-07,EK 9850,UAE,2026-09-07,16:00,DWC,At gate 15:46,,,2026-09-07T16:45:31+08:00
FX 079_2026-09-07,FX 079,FDX,2026-09-07,16:30,"MEM,ANC",At gate 15:56,,,2026-09-07T16:45:31+08:00
2C 574_2026-09-07,2C 574,CMA,2026-09-07,16:45,CDG,At gate 15:52,,,2026-09-07T16:45:31+08:00
CX 008_2026-09-07,CX 008,CPA,2026-09-07,17:10,"LHR,CDG",Est at 17:37,,,2026-09-07T16:45:31+08:00
EK 9836_2026-09-07,EK 9836,UAE,2026-09-07,17:30,DWC,Est at 17:33,,,2026-09-07T16:45:31+08:00
TK 6063_2026-09-07,TK 6063,THY,2026-09-07,17:45,"IST,TBS",Est at 17:49,,,2026-09-07T16:45:31+08:00
7L 147_2026-09-07,7L 147,AZG,2026-09-07,18:15,GYD,,,,2026-09-07T16:45:31+08:00
HE 1720_2026-09-07,HE 1720,HGO,2026-09-07,18:15,BSZ,Est at 18:17,,,2026-09-07T16:45:31+08:00
5Y 8523_2026-09-07,5Y 8523,GTI,2026-09-07,18:40,HAN,,,,2026-09-07T16:45:31+08:00
TH 640_2026-09-07,TH 640,RMY,2026-09-07,18:40,BKI,Est at 16:51,,,2026-09-07T16:45:31+08:00
LD 8076_2026-09-07,LD 8076,AHK,2026-09-07,18:40,SYD,Est at 19:04,,,2026-09-07T16:45:31+08:00
3S 536_2026-09-07,3S 536,BOX,2026-09-07,18:45,"LEJ,SIN",Est at 18:31,,,2026-09-07T16:45:31+08:00
ET 3728X_2026-09-07,ET 3728X,ETH,2026-09-07,18:50,LGG,Cancelled,,,2026-09-07T16:45:31+08:00
CV 7337_2026-09-07,CV 7337,CLX,2026-09-07,20:00,"LUX,GYD,CGK",Est at 18:30 (08/09/2026),,,2026-09-07T16:45:31+08:00
QR 8430_2026-09-07,QR 8430,QTR,2026-09-07,20:05,DOH,Est at 19:51,,,2026-09-07T16:45:31+08:00
CX 3244_2026-09-07,CX 3244,CPA,2026-09-07,20:30,DEL,Est at 22:06 (08/09/2026),,,2026-09-07T16:45:31+08:00
CX 097_2026-09-07,CX 097,CPA,2026-09-07,21:15,"NLU,GDL,ANC",Est at 20:18,,,2026-09-07T16:45:31+08:00
3S 582_2026-09-07,3S 582,BOX,2026-09-07,21:25,"LEJ,ICN",,,,2026-09-07T16:45:31+08:00
D0 597_2026-09-07,D0 597,DHK,2026-09-07,21:45,"EMA,LEJ,BAH",Est at 21:50,,,2026-09-07T16:45:31+08:00
RH 9488_2026-09-07,RH 9488,HKC,2026-09-07,22:10,"IST,ALA",Est at 15:40 (08/09/2026),,,2026-09-07T16:45:31+08:00
3G 800_2026-09-07,3G 800,WCM,2026-09-07,22:55,BKI,Est at 23:00,,,2026-09-07T16:45:31+08:00
CX 3128_2026-09-07,CX 3128,CPA,2026-09-07,23:30,"SYD,MEL",Est at 00:29 (08/09/2026),,,2026-09-07T16:45:31+08:00
K4 204_2026-09-08,K4 204,CKS,2026-09-08,00:00,"CVG,NRT",Est at 23:10 (07/09/2026),,,2026-09-07T16:45:31+08:00
SV 3031_2026-09-04,SV 3031,SVA,2026-09-04,00:30,JED,Est at 18:20 (07/09/2026),,,2026-09-07T16:46:32+08:00
SV 987_2026-09-04,SV 987,SVA,2026-09-04,00:30,JED,Cancelled,,,2026-09-07T16:46:32+08:00
RH 317_2026-09-05,RH 317,HKC,2026-09-05,15:55,HAN,Dep 02:51 (07/09/2026),,,2026-09-07T16:46:32+08:00
RH 9489_2026-09-05,RH 9489,HKC,2026-09-05,16:40,"ALA,IST",Est at 10:15 (07/09/2026),,,2026-09-07T16:46:32+08:00
RH 331_2026-09-06,RH 331,HKC,2026-09-06,07:00,BKK,Dep 01:41 (07/09/2026),,,2026-09-07T16:46:32+08:00
CK 264_2026-09-06,CK 264,CKK,2026-09-06,07:10,CKG,Dep 00:39 (07/09/2026),,,2026-09-07T16:46:32+08:00
5Y 8373_2026-09-06,5Y 8373,GTI,2026-09-06,15:00,"ANC,MIA",Dep 09:48 (07/09/2026),,,2026-09-07T16:46:32+08:00
CV 342_2026-09-06,CV 342,CLX,2026-09-06,16:30,"ANC,MIA,LUX",Dep 04:47 (07/09/2026),,,2026-09-07T16:46:32+08:00
5Y 654_2026-09-06,5Y 654,GTI,2026-09-06,16:50,"ANC,ORD,MIA",Dep 03:50 (07/09/2026),,,2026-09-07T16:46:32+08:00
5Y 8137_2026-09-06,5Y 8137,GTI,2026-09-06,19:00,"DEL,ANC",Dep 06:34 (07/09/2026),,,2026-09-07T16:46:32+08:00
TK 6221_2026-09-06,TK 6221,THY,2026-09-06,22:25,"CIT,IST",Dep 01:21 (07/09/2026),,,2026-09-07T16:46:32+08:00
WW 862_2026-09-06,WW 862,KXP,2026-09-06,22:45,KUL,Dep 02:20 (07/09/2026),,,2026-09-07T16:46:32+08:00
CX 3129_2026-09-06,CX 3129,CPA,2026-09-06,22:50,SYD,Dep 01:04 (07/09/2026),,,2026-09-07T16:46:32+08:00
CI 5832_2026-09-06,CI 5832,CAL,2026-09-06,23:00,TPE,Dep 00:43 (07/09/2026),,,2026-09-07T16:46:32+08:00
CX 3290_2026-09-06,CX 3290,CPA,2026-09-06,23:55,"ANC,DFW,ATL",Dep 01:14 (07/09/2026),,,2026-09-07T16:46:32+08:00
EY 948_2026-09-07,EY 948,ETD,2026-09-07,00:20,AUH,Dep 00:19,,,2026-09-07T16:46:32+08:00
TH 671_2026-09-07,TH 671,RMY,2026-09-07,00:30,KUL,Dep 00:06,,,2026-09-07T16:46:32+08:00
ET 3767_2026-09-07,ET 3767,ETH,2026-09-07,00:40,LGG,Cancelled,,,2026-09-07T16:46:32+08:00
CV 7957_2026-09-07,CV 7957,CLX,2026-09-07,00:40,"NQZ,LUX",Dep 00:36,,,2026-09-07T16:46:32+08:00
CX 096_2026-09-07,CX 096,CPA,2026-09-07,01:30,"ANC,NLU",Dep 05:30,,,2026-09-07T16:46:32+08:00
5X 169_2026-09-07,5X 169,UPS,2026-09-07,01:35,"SIN,SDF",Dep 01:52,,,2026-09-07T16:46:32+08:00
TK 6257_2026-09-07,TK 6257,THY,2026-09-07,01:40,IST,Dep 01:55,,,2026-09-07T16:46:32+08:00
KZ 202_2026-09-07,KZ 202,NCA,2026-09-07,02:25,NRT,Dep 05:44,,,2026-09-07T16:46:32+08:00
QR 8411_2026-09-07,QR 8411,QTR,2026-09-07,02:30,DOH,Dep 03:59,,,2026-09-07T16:46:32+08:00
LD 680_2026-09-07,LD 680,AHK,2026-09-07,02:40,TPE,Dep 02:34,,,2026-09-07T16:46:32+08:00
KE 314_2026-09-07,KE 314,KAL,2026-09-07,03:10,ICN,Dep 02:42,,,2026-09-07T16:46:32+08:00
QR 8415_2026-09-07,QR 8415,QTR,2026-09-07,03:35,DOH,Dep 03:23,,,2026-09-07T16:46:32+08:00
BR 6530_2026-09-07,BR 6530,EVA,2026-09-07,03:50,TPE,Dep 03:32,,,2026-09-07T16:46:32+08:00
QR 8435_2026-09-07,QR 8435,QTR,2026-09-07,05:00,DOH,Dep 04:43,,,2026-09-07T16:46:32+08:00
EK 9863_2026-09-07,EK 9863,UAE,2026-09-07,05:25,DWC,Dep 05:23,,,2026-09-07T16:46:32+08:00
3S 633_2026-09-07,3S 633,BOX,2026-09-07,06:00,"DWC,FRA",Dep 05:52,,,2026-09-07T16:46:32+08:00
