flight_id,flight_no,airline,date,time,port,status,status_code,flight_type,last_updated
MB 381_2026-07-03,MB 381,MNB,2026-07-03,12:40,AKX,At gate 12:18,,arrival,
EK 9852_2026-07-03,EK 9852,UAE,2026-07-03,12:50,DWC,At gate 12:36,,arrival,
5X 062_2026-07-03,5X 062,UPS,2026-07-03,12:55,"SDF,ANC",At gate 12:29,,arrival,
QR 8022_2026-07-03,QR 8022,QTR,2026-07-03,12:55,DOH,At gate 12:07,,arrival,
CX 2093_2026-07-03,CX 2093,CPA,2026-07-03,13:20,"ORD,YYZ",At gate 12:32,,arrival,
RH 830_2026-07-03,RH 830,HKC,2026-07-03,13:25,PVG,At gate 15:42,,arrival,
5Y 9811_2026-07-03,5Y 9811,GTI,2026-07-03,13:35,ICN,Cancelled,,arrival,
5Y 612_2026-07-03,5Y 612,GTI,2026-07-03,13:40,ICN,Cancelled,,arrival,
3S 594_2026-07-03,3S 594,BOX,2026-07-03,13:50,"LEJ,NRT",At gate 14:10,,arrival,
KE 8313_2026-07-03,KE 8313,KAL,2026-07-03,13:50,ICN,At gate 13:36,,arrival,
TK 6320_2026-07-03,TK 6320,THY,2026-07-03,14:15,"IST,RUH",At gate 14:40,,arrival,
WW 861_2026-07-03,WW 861,KXP,2026-07-03,14:20,BKI,At gate 23:04,,arrival,
5X 002_2026-07-03,5X 002,UPS,2026-07-03,14:45,"PHL,CGN",At gate 16:27,,arrival,
CX 3259_2026-07-03,CX 3259,CPA,2026-07-03,14:50,PVG,At gate 18:15,,arrival,
CX 015_2026-07-03,CX 015,CPA,2026-07-03,15:05,"NRT,TPE",At gate 18:02,,arrival,
7L 691_2026-07-03,7L 691,AZG,2026-07-03,15:05,DMM,At gate 16:37,,arrival,
RH 332_2026-07-03,RH 332,HKC,2026-07-03,15:10,BKK,At gate 14:30 (04/07/2026),,arrival,
QR 8474_2026-07-03,QR 8474,QTR,2026-07-03,15:15,DOH,At gate 15:29,,arrival,
MB 353_2026-07-03,MB 353,MNB,2026-07-03,15:30,"IST,SHJ",At gate 01:46 (04/07/2026),,arrival,
5C 851_2026-07-03,5C 851,ICL,2026-07-03,15:50,TLV,At gate 17:14,,arrival,
7L 246_2026-07-03,7L 246,AZG,2026-07-03,15:55,GYD,Cancelled,,arrival,
5C 859_2026-07-03,5C 859,ICL,2026-07-03,16:00,TLV,Cancelled,,arrival,
SQ 7860_2026-07-03,SQ 7860,SIA,2026-07-03,16:00,SIN,At gate 17:00,,arrival,
7L 571_2026-07-03,7L 571,AZG,2026-07-03,16:05,GYD,Cancelled,,arrival,
5X 064_2026-07-03,5X 064,UPS,2026-07-03,16:15,"SDF,ANC,ICN",Cancelled,,arrival,
EK 9846_2026-07-03,EK 9846,UAE,2026-07-03,16:25,DWC,At gate 17:22,,arrival,
TH 640_2026-07-03,TH 640,RMY,2026-07-03,16:45,BKI,At gate 20:57,,arrival,
CV 4164_2026-07-03,CV 4164,CLX,2026-07-03,17:00,LUX,At gate 17:07,,arrival,
FX 5991_2026-07-03,FX 5991,FDX,2026-07-03,17:10,ICN,At gate 17:14,,arrival,
CI 6843_2026-07-03,CI 6843,CAL,2026-07-03,17:20,TPE,At gate 17:52,,arrival,
RH 372_2026-07-03,RH 372,HKC,2026-07-03,17:30,SIN,At gate 04:52 (04/07/2026),,arrival,
QR 8422_2026-07-03,QR 8422,QTR,2026-07-03,17:30,DOH,At gate 18:12,,arrival,
SV 976_2026-07-03,SV 976,SVA,2026-07-03,18:00,JED,Cancelled,,arrival,
TC 502_2026-07-03,TC 502,ATC,2026-07-03,18:10,MCT,Cancelled,,arrival,
AK 8541_2026-07-03,AK 8541,AXM,2026-07-03,18:15,BKI,At gate 20:02,,arrival,
EK 9774_2026-07-03,EK 9774,UAE,2026-07-03,18:45,DWC,Cancelled,,arrival,
QR 8470_2026-07-03,QR 8470,QTR,2026-07-03,19:15,DOH,At gate 19:22,,arrival,
MH 6112_2026-07-03,MH 6112,MAS,2026-07-03,19:50,"KUL,LBU",At gate 19:41 (04/07/2026),,arrival,
AK 8534_2026-07-03,AK 8534,AXM,2026-07-03,20:25,KCH,Cancelled,,arrival,
K4 206_2026-07-03,K4 206,CKS,2026-07-03,21:15,"CVG,NRT",At gate 21:11,,arrival,
K4 252_2026-07-03,K4 252,CKS,2026-07-03,21:15,"CVG,NGO",At gate 21:32,,arrival,
RH 318_2026-07-03,RH 318,HKC,2026-07-03,21:35,HAN,At gate 21:13 (04/07/2026),,arrival,
D0 528_2026-07-03,D0 528,DHK,2026-07-03,21:35,"EMA,MXP",At gate 21:45,,arrival,
CX 3275_2026-07-03,CX 3275,CPA,2026-07-03,22:25,"IAH,ANC",At gate 01:52 (04/07/2026),,arrival,
QF 7531_2026-07-03,QF 7531,QFA,2026-07-03,22:30,PER,At gate 22:43,,arrival,
CX 3281_2026-07-03,CX 3281,CPA,2026-07-03,22:35,"PDX,ANC",At gate 02:57 (04/07/2026),,arrival,
3G 800_2026-07-03,3G 800,WCM,2026-07-03,22:55,BKI,Cancelled,,arrival,
CX 2048_2026-07-03,CX 2048,CPA,2026-07-03,23:05,HAN,At gate 00:59 (04/07/2026),,arrival,
CX 2015_2026-07-03,CX 2015,CPA,2026-07-03,23:15,TPE,At gate 09:42 (04/07/2026),,arrival,
K4 285_2026-07-03,K4 285,CKS,2026-07-03,23:20,"CVG,LEJ",At gate 23:08,,arrival,
ET 3785_2026-07-03,ET 3785,ETH,2026-07-03,00:00,"MCT,MAD",Cancelled,,departure,
CX 2094_2026-07-03,CX 2094,CPA,2026-07-03,00:10,"ANC,ORD",Dep 12:36,,departure,
RH 4568_2026-07-03,RH 4568,HKC,2026-07-03,00:15,TPE,Dep 02:00,,departure,
RH 829_2026-07-03,RH 829,HKC,2026-07-03,00:15,PVG,Dep 07:08,,departure,
3G 801_2026-07-03,3G 801,WCM,2026-07-03,00:30,KUL,Cancelled,,departure,
QR 8401_2026-07-03,QR 8401,QTR,2026-07-03,00:30,DOH,Dep 00:23,,departure,
CX 006_2026-07-03,CX 006,CPA,2026-07-03,00:50,NRT,Dep 02:42,,departure,
2U 8051_2026-07-03,2U 8051,FKH,2026-07-03,01:10,"NQZ,RIX",Dep 11:55,,departure,
CX 096_2026-07-03,CX 096,CPA,2026-07-03,01:30,"ANC,NLU",Dep 01:59,,departure,
EK 9785_2026-07-03,EK 9785,UAE,2026-07-03,01:35,DWC,Cancelled,,departure,
SV 987_2026-07-03,SV 987,SVA,2026-07-03,02:00,RUH,Dep 00:32,,departure,
KZ 202_2026-07-03,KZ 202,NCA,2026-07-03,02:25,NRT,Dep 02:31,,departure,
KJ 974_2026-07-03,KJ 974,AIH,2026-07-03,02:40,ICN,Dep 02:32,,departure,
CI 5826_2026-07-03,CI 5826,CAL,2026-07-03,03:00,TPE,Dep 03:07,,departure,
CX 3031_2026-07-03,CX 3031,CPA,2026-07-03,03:00,AMS,Dep 03:00,,departure,
KE 314_2026-07-03,KE 314,KAL,2026-07-03,03:10,ICN,Dep 02:55,,departure,
LD 204_2026-07-03,LD 204,AHK,2026-07-03,03:15,KIX,Dep 03:22,,departure,
LD 128_2026-07-03,LD 128,AHK,2026-07-03,03:20,ICN,Dep 03:29,,departure,
BR 6538_2026-07-03,BR 6538,EVA,2026-07-03,03:20,TPE,Dep 03:19,,departure,
LD 208_2026-07-03,LD 208,AHK,2026-07-03,03:25,NRT,Dep 03:34,,departure,
LD 327_2026-07-03,LD 327,AHK,2026-07-03,03:25,SIN,Dep 03:35,,departure,
LD 768_2026-07-03,LD 768,AHK,2026-07-03,03:25,PEK,Dep 03:29,,departure,
LD 216_2026-07-03,LD 216,AHK,2026-07-03,03:30,NGO,Dep 03:45,,departure,
8K 526_2026-07-03,8K 526,KMI,2026-07-03,03:30,BKK,Dep 03:36,,departure,
LD 457_2026-07-03,LD 457,AHK,2026-07-03,03:35,"MNL,CEB",Dep 03:50,,departure,
LD 782_2026-07-03,LD 782,AHK,2026-07-03,03:40,PVG,Dep 04:11,,departure,
LD 831_2026-07-03,LD 831,AHK,2026-07-03,03:40,BKK,Dep 03:55,,departure,
LD 561_2026-07-03,LD 561,AHK,2026-07-03,03:45,SGN,Dep 03:54,,departure,
TH 3508_2026-07-03,TH 3508,RMY,2026-07-03,03:45,KUL,Dep 04:00,,departure,
NH 8512_2026-07-03,NH 8512,ANA,2026-07-03,03:50,NRT,Dep 03:44,,departure,
3S 500_2026-07-03,3S 500,BOX,2026-07-03,04:00,LAX,Dep 04:21,,departure,
3Y 6011_2026-07-03,3Y 6011,MYU,2026-07-03,04:00,CGK,Dep 04:15,,departure,
LD 720_2026-07-03,LD 720,AHK,2026-07-03,04:05,CTU,Dep 04:16,,departure,
CX 072_2026-07-03,CX 072,CPA,2026-07-03,04:10,"ANC,MIA",Dep 09:49,,departure,
TH 3091_2026-07-03,TH 3091,RMY,2026-07-03,04:15,PEN,Dep 04:24,,departure,
LD 680_2026-07-03,LD 680,AHK,2026-07-03,04:20,TPE,Dep 04:34,,departure,
7L 1923_2026-07-03,7L 1923,AZG,2026-07-03,04:30,DWC,Dep 06:38,,departure,
D0 895_2026-07-03,D0 895,DHK,2026-07-03,05:00,BAH,Dep 05:09,,departure,
ET 3769_2026-07-03,ET 3769,ETH,2026-07-03,05:00,"EMA,IST",Cancelled,,departure,
QR 8415_2026-07-03,QR 8415,QTR,2026-07-03,05:30,DOH,Dep 05:32,,departure,
CT 142_2026-07-03,CT 142,AAE,2026-07-03,05:30,"HSA,STN",Dep 04:41 (04/07/2026),,departure,
3S 713_2026-07-03,3S 713,BOX,2026-07-03,05:35,"DXB,LEJ",Dep 05:42,,departure,
3S 735_2026-07-03,3S 735,BOX,2026-07-03,05:40,"BLR,LEJ",Dep 05:51,,departure,
ES 728_2026-07-03,ES 728,DHX,2026-07-03,05:40,BAH,Dep 05:55,,departure,
3S 523_2026-07-03,3S 523,BOX,2026-07-03,05:45,"BAH,LEJ",Dep 05:58,,departure,
MB 352_2026-07-03,MB 352,MNB,2026-07-03,05:50,SHJ,Dep 05:47,,departure,
QY 674_2026-07-03,QY 674,BCS,2026-07-03,06:00,"BAH,LEJ",Dep 06:06,,departure,
QY 679_2026-07-03,QY 679,BCS,2026-07-03,06:00,ALA,Cancelled,,departure,
FX 5217_2026-07-03,FX 5217,FDX,2026-07-03,06:05,"IST,LGG,CDG,MEM",Dep 06:05,,departure,
QR 8407_2026-07-03,QR 8407,QTR,2026-07-03,06:25,DOH,Dep 07:39,,departure,
K4 272_2026-07-03,K4 272,CKS,2026-07-03,06:35,"DWC,LGG",Dep 07:38,,departure,
D0 591_2026-07-03,D0 591,DHK,2026-07-03,06:40,"DEL,EMA",Dep 18:57,,departure,
CX 2058_2026-07-03,CX 2058,CPA,2026-07-03,06:45,PVG,Dep 09:10,,departure,
ET 3035_2026-07-03,ET 3035,ETH,2026-07-03,06:55,ADD,Cancelled,,departure,
QR 8409_2026-07-03,QR 8409,QTR,2026-07-03,06:55,DOH,Dep 06:59,,departure,
K4 243_2026-07-03,K4 243,CKS,2026-07-03,07:00,"ANC,MIA",Dep 07:07,,departure,
RH 331_2026-07-03,RH 331,HKC,2026-07-03,07:00,BKK,Dep 06:39 (04/07/2026),,departure,
7L 148_2026-07-03,7L 148,AZG,2026-07-03,07:00,GYD,Cancelled,,departure,
QR 8411_2026-07-03,QR 8411,QTR,2026-07-03,07:00,DOH,Dep 07:07,,departure,
CC 3571_2026-07-03,CC 3571,ABD,2026-07-03,07:00,CMB,Dep 07:23,,departure,
CX 037_2026-07-03,CX 037,CPA,2026-07-03,07:05,"BLR,LHR",Dep 07:16,,departure,
EK 9843_2026-07-03,EK 9843,UAE,2026-07-03,07:15,DWC,Dep 11:15,,departure,
CI 6842_2026-07-03,CI 6842,CAL,2026-07-03,07:35,TPE,Dep 07:24,,departure,
3S 703_2026-07-03,3S 703,BOX,2026-07-03,07:40,LEJ,Dep 08:13,,departure,
RH 371_2026-07-03,RH 371,HKC,2026-07-03,08:00,SIN,Dep 19:00,,departure,
K4 209_2026-07-03,K4 209,CKS,2026-07-03,08:15,"ANC,CVG",Dep 11:10,,departure,
QY 657_2026-07-03,QY 657,BCS,2026-07-03,09:50,"DWC,LEJ",Dep 11:05,,departure,
QY 675_2026-07-03,QY 675,BCS,2026-07-03,09:50,"ALA,LEJ",Cancelled,,departure,
O3 268_2026-07-03,O3 268,CSS,2026-07-03,09:55,NGB,Dep 10:51,,departure,
QY 517_2026-07-03,QY 517,BCS,2026-07-03,10:00,"DWC,LEJ",Dep 12:52,,departure,
CX 2073_2026-07-03,CX 2073,CPA,2026-07-03,10:05,SIN,Dep 10:18,,departure,
CV 7955_2026-07-03,CV 7955,CLX,2026-07-03,10:15,"NQZ,LUX",Dep 19:21,,departure,
QR 8435_2026-07-03,QR 8435,QTR,2026-07-03,10:15,DOH,Dep 11:39,,departure,
3S 503_2026-07-03,3S 503,BOX,2026-07-03,10:50,LEJ,Dep 11:36,,departure,
EK 9791_2026-07-03,EK 9791,UAE,2026-07-03,10:55,DWC,Cancelled,,departure,
5X 003_2026-07-03,5X 003,UPS,2026-07-03,11:25,"CGN,PHL",Dep 11:28,,departure,
Y9 2564_2026-07-03,Y9 2564,SGA,2026-07-03,11:30,"DAC,DWC",Dep 12:35,,departure,
CV 272_2026-07-03,CV 272,CLX,2026-07-03,11:40,"ANC,ORD,LUX",Dep 19:01,,departure,
EY 932_2026-07-03,EY 932,ETD,2026-07-03,11:55,AUH,Dep 17:04,,departure,
T8 4704_2026-07-03,T8 4704,TVR,2026-07-03,12:00,DMM,Dep 12:09,,departure,
T8 4728_2026-07-03,T8 4728,TVR,2026-07-03,12:00,DMM,Dep 17:59,,departure,
3V 400_2026-07-03,3V 400,TAY,2026-07-03,12:25,"DWC,LGG",Dep 17:34,,departure,
KJ 970_2026-07-03,KJ 970,AIH,2026-07-03,13:15,ICN,Dep 17:27,,departure,
K4 551_2026-07-03,K4 551,CKS,2026-07-03,14:15,"NRT,ORD",Dep 16:24,,departure,
TK 6259_2026-07-03,TK 6259,THY,2026-07-03,14:20,IST,Dep 16:49,,departure,
5X 067_2026-07-03,5X 067,UPS,2026-07-03,14:20,"ANC,SDF",Dep 15:57,,departure,
CX 039_2026-07-03,CX 039,CPA,2026-07-03,14:45,BOM,Dep 09:30 (04/07/2026),,departure,
EK 9853_2026-07-03,EK 9853,UAE,2026-07-03,14:50,DWC,Dep 17:17,,departure,
QR 8405_2026-07-03,QR 8405,QTR,2026-07-03,14:55,DOH,Dep 16:04,,departure,
WW 862_2026-07-03,WW 862,KXP,2026-07-03,15:20,KUL,Dep 00:23 (04/07/2026),,departure,
KE 8314_2026-07-03,KE 8314,KAL,2026-07-03,15:50,ICN,Dep 16:13,,departure,
5Y 612_2026-07-03,5Y 612,GTI,2026-07-03,15:55,"ANC,HSV,MIA",Dep 13:36,,departure,
RH 317_2026-07-03,RH 317,HKC,2026-07-03,15:55,HAN,Dep 13:36 (04/07/2026),,departure,
5X 061_2026-07-03,5X 061,UPS,2026-07-03,16:05,"TPE,ANC,SDF",Dep 16:40,,departure,
P9 881_2026-07-03,P9 881,MGE,2026-07-03,16:10,GUM,Dep 18:39,,departure,
TK 6321_2026-07-03,TK 6321,THY,2026-07-03,16:25,IST,Dep 17:46,,departure,
5X 169_2026-07-03,5X 169,UPS,2026-07-03,16:25,"SIN,SDF",Dep 18:08,,departure,
3S 519_2026-07-03,3S 519,BOX,2026-07-03,16:45,LEJ,Dep 18:20,,departure,
CX 2049_2026-07-03,CX 2049,CPA,2026-07-03,16:55,HAN,Dep 17:48,,departure,
RH 9375_2026-07-03,RH 9375,HKC,2026-07-03,17:00,MAA,Dep 22:56,,departure,
7L 692_2026-07-03,7L 692,AZG,2026-07-03,17:05,GYD,Dep 20:37,,departure,
QR 8475_2026-07-03,QR 8475,QTR,2026-07-03,17:15,DOH,Dep 18:24,,departure,
5Y 8139_2026-07-03,5Y 8139,GTI,2026-07-03,17:55,"DEL,ANC",Dep 05:43 (04/07/2026),,departure,
TH 641_2026-07-03,TH 641,RMY,2026-07-03,18:05,KUL,Dep 22:01,,departure,
CX 2026_2026-07-03,CX 2026,CPA,2026-07-03,18:05,TPE,Dep 04:37 (04/07/2026),,departure,
7L 247_2026-07-03,7L 247,AZG,2026-07-03,18:10,GYD,Cancelled,,departure,
RH 9457_2026-07-03,RH 9457,HKC,2026-07-03,18:20,DEL,Dep 20:56,,departure,
EK 9847_2026-07-03,EK 9847,UAE,2026-07-03,18:25,DWC,Dep 19:32,,departure,
MB 354_2026-07-03,MB 354,MNB,2026-07-03,18:30,"KGF,IST",Dep 04:06 (04/07/2026),,departure,
7L 572_2026-07-03,7L 572,AZG,2026-07-03,18:35,GYD,Cancelled,,departure,
5C 850_2026-07-03,5C 850,ICL,2026-07-03,18:50,"DWC,TLV",Dep 20:56,,departure,
SQ 7859_2026-07-03,SQ 7859,SIA,2026-07-03,18:55,SIN,Dep 19:56,,departure,
CI 6844_2026-07-03,CI 6844,CAL,2026-07-03,19:20,TPE,Dep 20:11,,departure,
5X 063_2026-07-03,5X 063,UPS,2026-07-03,19:25,"ANC,SDF",Dep 20:00,,departure,
QR 8423_2026-07-03,QR 8423,QTR,2026-07-03,19:30,DOH,Dep 20:54,,departure,
AK 8542_2026-07-03,AK 8542,AXM,2026-07-03,19:45,KUL,Dep 00:26 (04/07/2026),,departure,
SV 977_2026-07-03,SV 977,SVA,2026-07-03,19:45,JED,Cancelled,,departure,
5X 059_2026-07-03,5X 059,UPS,2026-07-03,19:45,"ANC,ONT",Cancelled,,departure,
FX 5991_2026-07-03,FX 5991,FDX,2026-07-03,19:50,"KIX,OAK,MEM",Dep 20:19,,departure,
K4 702_2026-07-03,K4 702,CKS,2026-07-03,20:25,"DWC,TLV",Dep 23:36,,departure,
CX 3147_2026-07-03,CX 3147,CPA,2026-07-03,21:00,HAN,Dep 21:02,,departure,
CX 090_2026-07-03,CX 090,CPA,2026-07-03,21:05,"ANC,LAX,DFW",Dep 21:50,,departure,
QR 8471_2026-07-03,QR 8471,QTR,2026-07-03,21:15,DOH,Dep 21:24,,departure,
RH 351_2026-07-03,RH 351,HKC,2026-07-03,21:20,MNL,Dep 22:22,,departure,
EK 9775_2026-07-03,EK 9775,UAE,2026-07-03,21:25,DWC,Cancelled,,departure,
MH 6113_2026-07-03,MH 6113,MAS,2026-07-03,21:50,KUL,Dep 21:51 (04/07/2026),,departure,
AK 8535_2026-07-03,AK 8535,AXM,2026-07-03,21:55,KUL,Cancelled,,departure,
CV 293_2026-07-03,CV 293,CLX,2026-07-03,22:05,"ANC,NLU,GDL,LUX",Dep 22:37,,departure,
HJ 022_2026-07-03,HJ 022,TMN,2026-07-03,22:35,SYD,Dep 22:39,,departure,
QF 7526_2026-07-03,QF 7526,QFA,2026-07-03,23:55,SYD,Dep 00:18 (04/07/2026),,departure,
RH 372_2026-07-04,RH 372,HKC,2026-07-04,00:00,SIN,At gate 02:01 (05/07/2026),,arrival,
KZ 203_2026-07-04,KZ 203,NCA,2026-07-04,00:10,NRT,At gate 00:02,,arrival,
SV 982_2026-07-04,SV 982,SVA,2026-07-04,00:25,RUH,At gate 01:17,,arrival,
3S 736_2026-07-04,3S 736,BOX,2026-07-04,00:30,"LEJ,BAH,HAN",At gate 18:39,,arrival,
LD 456_2026-07-04,LD 456,AHK,2026-07-04,00:45,"CEB,MNL",At gate 01:30,,arrival,
CX 2074_2026-07-04,CX 2074,CPA,2026-07-04,00:45,"SIN,PEN,KTI",At gate 02:06,,arrival,
NH 8511_2026-07-04,NH 8511,ANA,2026-07-04,00:55,NRT,At gate 01:04,,arrival,
ET 3218_2026-07-04,ET 3218,ETH,2026-07-04,00:55,ADD,Cancelled,,arrival,
LD 209_2026-07-04,LD 209,AHK,2026-07-04,01:00,NRT,At gate 01:50,,arrival,
CI 5835_2026-07-04,CI 5835,CAL,2026-07-04,01:00,TPE,At gate 00:46,,arrival,
KE 313_2026-07-04,KE 313,KAL,2026-07-04,01:10,ICN,At gate 01:15,,arrival,
LD 562_2026-07-04,LD 562,AHK,2026-07-04,01:15,SGN,At gate 02:12,,arrival,
LD 783_2026-07-04,LD 783,AHK,2026-07-04,01:15,PVG,At gate 03:25,,arrival,
KJ 971_2026-07-04,KJ 971,AIH,2026-07-04,01:20,ICN,At gate 01:58,,arrival,
8K 525_2026-07-04,8K 525,KMI,2026-07-04,01:20,"BKK,HAN",At gate 01:56,,arrival,
BR 6535_2026-07-04,BR 6535,EVA,2026-07-04,01:20,TPE,At gate 01:24,,arrival,
MB 381_2026-07-04,MB 381,MNB,2026-07-04,01:25,"IST,ALA",Cancelled,,arrival,
LD 129_2026-07-04,LD 129,AHK,2026-07-04,01:30,ICN,At gate 01:39,,arrival,
LD 681_2026-07-04,LD 681,AHK,2026-07-04,01:30,TPE,At gate 01:34,,arrival,
LD 205_2026-07-04,LD 205,AHK,2026-07-04,01:35,KIX,At gate 01:48,,arrival,
LD 842_2026-07-04,LD 842,AHK,2026-07-04,02:15,BKK,At gate 02:44,,arrival,
LD 316_2026-07-04,LD 316,AHK,2026-07-04,02:35,SIN,At gate 02:13,,arrival,
CV 7334_2026-07-04,CV 7334,CLX,2026-07-04,02:40,"LUX,CGK,PEN",At gate 05:03,,arrival,
QR 8420_2026-07-04,QR 8420,QTR,2026-07-04,02:45,"DOH,MCT",At gate 02:28,,arrival,
3S 722_2026-07-04,3S 722,BOX,2026-07-04,02:55,"LEJ,DEL",At gate 03:02,,arrival,
CX 3046_2026-07-04,CX 3046,CPA,2026-07-04,03:10,HAN,At gate 03:06,,arrival,
3S 520_2026-07-04,3S 520,BOX,2026-07-04,03:20,"LEJ,BAH",At gate 03:19,,arrival,
5Y 9223_2026-07-04,5Y 9223,GTI,2026-07-04,03:30,LAX,Cancelled,,arrival,
EK 9830_2026-07-04,EK 9830,UAE,2026-07-04,03:35,DWC,At gate 04:00,,arrival,
3S 714_2026-07-04,3S 714,BOX,2026-07-04,03:40,"LEJ,DXB",At gate 03:45,,arrival,
RH 352_2026-07-04,RH 352,HKC,2026-07-04,03:45,MNL,At gate 05:01,,arrival,
ES 821_2026-07-04,ES 821,DHX,2026-07-04,03:55,MCT,At gate 04:03,,arrival,
5X 004_2026-07-04,5X 004,UPS,2026-07-04,04:00,"PHL,CGN,CDG",At gate 04:49,,arrival,
CT 125_2026-07-04,CT 125,AAE,2026-07-04,04:00,LGG,Cancelled,,arrival,
FX 021_2026-07-04,FX 021,FDX,2026-07-04,04:10,KIX,At gate 04:09,,arrival,
CK 263_2026-07-04,CK 263,CKK,2026-07-04,04:45,PVG,At gate 15:15,,arrival,
CX 3132_2026-07-04,CX 3132,CPA,2026-07-04,04:55,BOM,At gate 00:08 (05/07/2026),,arrival,
EK 9788_2026-07-04,EK 9788,UAE,2026-07-04,05:00,DWC,At gate 05:26,,arrival,
MB 501_2026-07-04,MB 501,MNB,2026-07-04,05:30,ALA,At gate 06:02,,arrival,
ET 3753_2026-07-04,ET 3753,ETH,2026-07-04,05:30,MAD,Cancelled,,arrival,
HJ 031_2026-07-04,HJ 031,TMN,2026-07-04,05:50,MEL,At gate 06:01,,arrival,
TK 6078_2026-07-04,TK 6078,THY,2026-07-04,06:00,"IST,MCT",At gate 07:11,,arrival,
RH 9376_2026-07-04,RH 9376,HKC,2026-07-04,06:20,MAA,At gate 11:41,,arrival,
LH 8466_2026-07-04,LH 8466,GEC,2026-07-04,06:25,"FRA,BOM",At gate 06:45,,arrival,
SR 812_2026-07-04,SR 812,XKY,2026-07-04,06:30,CRK,At gate 19:08,,arrival,
QR 8402_2026-07-04,QR 8402,QTR,2026-07-04,06:40,DOH,At gate 07:04,,arrival,
CX 085_2026-07-04,CX 085,CPA,2026-07-04,07:00,"JFK,YYZ",At gate 06:21,,arrival,
3S 728_2026-07-04,3S 728,BOX,2026-07-04,07:00,"LEJ,RUH",At gate 06:57,,arrival,
QY 694_2026-07-04,QY 694,BCS,2026-07-04,07:00,"LEJ,BLR",At gate 07:19,,arrival,
RH 4569_2026-07-04,RH 4569,HKC,2026-07-04,07:15,TPE,At gate 04:23 (05/07/2026),,arrival,
KJ 952_2026-07-04,KJ 952,AIH,2026-07-04,07:20,"ICN,HAN",At gate 07:12,,arrival,
5C 857_2026-07-04,5C 857,ICL,2026-07-04,07:30,TLV,At gate 07:27,,arrival,
EK 9832_2026-07-04,EK 9832,UAE,2026-07-04,07:40,DWC,At gate 07:07,,arrival,
N8 529_2026-07-04,N8 529,NCR,2026-07-04,07:50,BSZ,At gate 22:03 (08/07/2026),,arrival,
N8 534_2026-07-04,N8 534,NCR,2026-07-04,07:50,AUH,Cancelled,,arrival,
RH 9458_2026-07-04,RH 9458,HKC,2026-07-04,07:55,"DEL,HAN",At gate 12:41,,arrival,
CV 4325_2026-07-04,CV 4325,CLX,2026-07-04,08:00,LUX,At gate 16:00,,arrival,
SQ 7980_2026-07-04,SQ 7980,SIA,2026-07-04,08:30,SIN,At gate 08:02,,arrival,
CV 7625_2026-07-04,CV 7625,CLX,2026-07-04,08:30,"LUX,HAN",At gate 09:02,,arrival,
O3 267_2026-07-04,O3 267,CSS,2026-07-04,08:45,NGB,At gate 08:18,,arrival,
T8 4707_2026-07-04,T8 4707,TVR,2026-07-04,09:00,DMM,At gate 08:37,,arrival,
BR 6521_2026-07-04,BR 6521,EVA,2026-07-04,09:05,TPE,At gate 09:17,,arrival,
T8 4701_2026-07-04,T8 4701,TVR,2026-07-04,10:00,DMM,At gate 12:40,,arrival,
CX 2068_2026-07-04,CX 2068,CPA,2026-07-04,10:00,"AMS,FRA",At gate 10:13,,arrival,
5Y 8051_2026-07-04,5Y 8051,GTI,2026-07-04,10:00,ICN,At gate 09:14,,arrival,
KJ 967_2026-07-04,KJ 967,AIH,2026-07-04,10:45,ICN,At gate 11:59,,arrival,
QY 644_2026-07-04,QY 644,BCS,2026-07-04,10:50,LEJ,At gate 13:04,,arrival,
CX 3253_2026-07-04,CX 3253,CPA,2026-07-04,11:15,PVG,At gate 16:56,,arrival,
CX 051_2026-07-04,CX 051,CPA,2026-07-04,11:30,CGO,At gate 12:59,,arrival,
MH 6104_2026-07-04,MH 6104,MAS,2026-07-04,12:00,KUL,At gate 20:48 (06/07/2026),,arrival,
5Y 9447_2026-07-04,5Y 9447,GTI,2026-07-04,12:10,RZE,At gate 13:45,,arrival,
5Y 9460_2026-07-04,5Y 9460,GTI,2026-07-04,12:10,RZE,Cancelled,,arrival,
EK 9844_2026-07-04,EK 9844,UAE,2026-07-04,12:50,DWC,At gate 12:24,,arrival,
5X 062_2026-07-04,5X 062,UPS,2026-07-04,12:55,"SDF,ANC",At gate 15:08,,arrival,
F5 7760_2026-07-04,F5 7760,ATG,2026-07-04,13:00,EMA,At gate 12:53,,arrival,
5X 064_2026-07-04,5X 064,UPS,2026-07-04,14:25,"SDF,ANC,ICN",At gate 15:59,,arrival,
5X 064D_2026-07-04,5X 064D,UPS,2026-07-04,14:25,"SDF,ANC,ICN",At gate 22:08,,arrival,
CX 2095_2026-07-04,CX 2095,CPA,2026-07-04,14:30,"ORD,ANC",At gate 05:26 (05/07/2026),,arrival,
5X 058_2026-07-04,5X 058,UPS,2026-07-04,14:35,"ONT,HNL",At gate 14:13,,arrival,
EY 925_2026-07-04,EY 925,ETD,2026-07-04,14:40,AUH,At gate 14:41,,arrival,
EK 9792_2026-07-04,EK 9792,UAE,2026-07-04,14:45,DWC,At gate 15:08,,arrival,
C8 9275_2026-07-04,C8 9275,ICV,2026-07-04,15:25,"MXP,NRT",At gate 16:32,,arrival,
KE 9313_2026-07-04,KE 9313,KAL,2026-07-04,15:30,ICN,At gate 15:44,,arrival,
